Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,Instrument,st_dev,no_days
26/11/1999,1427,1429,1407,1414.5,14372,32388,Future,CME,USD,0.25,12.5,50,71075,ES1 Index,26.2029,559
29/11/1999,1415,1420,1405.75,1410.5,54735,31867,Future,CME,USD,0.25,12.5,50,70725,ES1 Index,26.1751,560
30/11/1999,1410,1414.5,1390.75,1391.5,64409,31310,Future,CME,USD,0.25,12.5,50,70525,ES1 Index,24.9775,561
01/12/1999,1391.5,1404.25,1386.25,1402.5,57255,32328,Future,CME,USD,0.25,12.5,50,69575,ES1 Index,22.3907,562
02/12/1999,1402.5,1412.75,1400.5,1412.25,42528,33359,Future,CME,USD,0.25,12.5,50,70125,ES1 Index,20.0941,563
03/12/1999,1411.75,1452.25,1408.5,1437.75,58991,34283,Future,CME,USD,0.25,12.5,50,70612.5,ES1 Index,18.2842,564
06/12/1999,1437.75,1442,1421.25,1425.5,44904,29800,Future,CME,USD,0.25,12.5,50,71887.5,ES1 Index,18.87,565
07/12/1999,1425,1431,1412,1415.75,62473,30423,Future,CME,USD,0.25,12.5,50,71275,ES1 Index,18.1883,566
08/12/1999,1415.25,1417.75,1403.5,1405.5,51404,29591,Future,CME,USD,0.25,12.5,50,70787.5,ES1 Index,15.576,567
09/12/1999,1404.5,1422.25,1391.25,1410.5,7898,28416,Future,CME,USD,0.25,12.5,50,70275,ES1 Index,13.5222,568
10/12/1999,1411,1424.25,1406.5,1416.75,2534,27702,Future,CME,USD,0.25,12.5,50,70525,ES1 Index,11.9671,569
13/12/1999,1416.5,1423,1410.5,1417,1700,24277,Future,CME,USD,0.25,12.5,50,70837.5,ES1 Index,11.5494,570
14/12/1999,1415.25,1437.75,1401,1405.5,1607,23465,Future,CME,USD,0.25,12.5,50,70850,ES1 Index,11.0818,571
15/12/1999,1400.25,1417.5,1396.5,1409.25,1601,22973,Future,CME,USD,0.25,12.5,50,70275,ES1 Index,10.8558,572
16/12/1999,1409.75,1422,1408,1417.5,763,22722,Future,CME,USD,0.25,12.5,50,70462.5,ES1 Index,10.9438,573
17/12/1999,1437.5,1450.75,1434.75,1444.25,41538,13737,Future,CME,USD,0.25,12.5,50,70875,ES1 Index,10.4921,574
20/12/1999,1441.5,1448.75,1429.25,1435,35699,13638,Future,CME,USD,0.25,12.5,50,72212.5,ES1 Index,12.1588,575
21/12/1999,1434.25,1456.25,1430.5,1454.5,44439,14763,Future,CME,USD,0.25,12.5,50,71750,ES1 Index,12.6882,576
22/12/1999,1454.25,1458.25,1445.25,1457.5,31670,15359,Future,CME,USD,0.25,12.5,50,72725,ES1 Index,15.3922,577
23/12/1999,1455.5,1481.25,1455.25,1480.5,24175,16605,Future,CME,USD,0.25,12.5,50,72875,ES1 Index,17.8317,578
27/12/1999,1478,1486.5,1469.5,1477.75,30676,16486,Future,CME,USD,0.25,12.5,50,74025,ES1 Index,22.4844,579
28/12/1999,1477.75,1482.25,1471,1478.75,28982,16383,Future,CME,USD,0.25,12.5,50,73887.5,ES1 Index,25.402,580
29/12/1999,1478,1483.5,1476.25,1482.25,22533,14217,Future,CME,USD,0.25,12.5,50,73937.5,ES1 Index,26.4548,581
30/12/1999,1482.5,1499.5,1476.5,1480.75,21025,13415,Future,CME,USD,0.25,12.5,50,74112.5,ES1 Index,27.8399,582
31/12/1999,1480.75,1488.75,1476,1484.25,12265,12404,Future,CME,USD,0.25,12.5,50,74037.5,ES1 Index,29.0061,583
03/01/2000,1489,1496,1452.25,1466.75,61938,13954,Future,CME,USD,0.25,12.5,50,74212.5,ES1 Index,30.7513,584
04/01/2000,1467,1468.75,1409.5,1411.75,64048,12993,Future,CME,USD,0.25,12.5,50,73337.5,ES1 Index,30.974,585
05/01/2000,1411.5,1427.25,1385,1413.5,73121,13855,Future,CME,USD,0.25,12.5,50,70587.5,ES1 Index,31.1911,586
06/01/2000,1411,1426.25,1395.75,1404,67883,14530,Future,CME,USD,0.25,12.5,50,70675,ES1 Index,30.6925,587
07/01/2000,1403.75,1461.5,1397.5,1459.75,60545,15318,Future,CME,USD,0.25,12.5,50,70200,ES1 Index,31.1248,588
10/01/2000,1459.75,1481,1455.25,1475,59343,16060,Future,CME,USD,0.25,12.5,50,72987.5,ES1 Index,30.5859,589
11/01/2000,1473.75,1475,1447,1454.25,70095,16964,Future,CME,USD,0.25,12.5,50,73750,ES1 Index,30.3884,590
12/01/2000,1453.5,1459.5,1438.75,1442,62507,16814,Future,CME,USD,0.25,12.5,50,72712.5,ES1 Index,28.4741,591
13/01/2000,1441.5,1466.75,1441.25,1459,57381,15988,Future,CME,USD,0.25,12.5,50,72100,ES1 Index,26.6797,592
14/01/2000,1461.5,1485,1455.5,1478,57407,16088,Future,CME,USD,0.25,12.5,50,72950,ES1 Index,25.2111,593
18/01/2000,1477.75,1480.25,1462,1469.5,65451,16845,Future,CME,USD,0.25,12.5,50,73900,ES1 Index,25.5339,594
19/01/2000,1468.75,1474,1450.25,1472.5,57785,18110,Future,CME,USD,0.25,12.5,50,73475,ES1 Index,25.0564,595
20/01/2000,1472.75,1485,1448,1456.25,77206,18744,Future,CME,USD,0.25,12.5,50,73625,ES1 Index,25.1983,596
21/01/2000,1455.25,1463.25,1449.25,1454.25,58520,18300,Future,CME,USD,0.25,12.5,50,72812.5,ES1 Index,25.2079,597
24/01/2000,1454,1468.5,1403.25,1411.75,71537,18846,Future,CME,USD,0.25,12.5,50,72712.5,ES1 Index,24.7571,598
25/01/2000,1411,1424.75,1397.5,1418.5,76339,18771,Future,CME,USD,0.25,12.5,50,70587.5,ES1 Index,26.5403,599
26/01/2000,1417.5,1422.75,1408.25,1415.5,58344,18218,Future,CME,USD,0.25,12.5,50,70925,ES1 Index,27.1976,600
27/01/2000,1412.5,1428.5,1388,1409.75,71787,19323,Future,CME,USD,0.25,12.5,50,70775,ES1 Index,27.4262,601
28/01/2000,1411,1420,1361.25,1366.5,70009,21203,Future,CME,USD,0.25,12.5,50,70487.5,ES1 Index,27.6674,602
31/01/2000,1365.25,1403,1357,1401,64069,22297,Future,CME,USD,0.25,12.5,50,68325,ES1 Index,31.3459,603
01/02/2000,1402.75,1421.75,1391.25,1416.75,58194,19996,Future,CME,USD,0.25,12.5,50,70050,ES1 Index,31.7239,604
02/02/2000,1416.75,1429.5,1410,1415.5,52668,21131,Future,CME,USD,0.25,12.5,50,70837.5,ES1 Index,31.5369,605
03/02/2000,1415.75,1438.25,1405.25,1436.5,75186,21531,Future,CME,USD,0.25,12.5,50,70775,ES1 Index,31.462,606
04/02/2000,1436.5,1449.5,1426.5,1431.5,60837,22426,Future,CME,USD,0.25,12.5,50,71825,ES1 Index,30.5075,607
07/02/2000,1429.5,1433.25,1419,1427.25,60552,22789,Future,CME,USD,0.25,12.5,50,71575,ES1 Index,30.0471,608
08/02/2000,1427.25,1449.5,1425.5,1446.25,62718,23288,Future,CME,USD,0.25,12.5,50,71362.5,ES1 Index,28.5642,609
09/02/2000,1448,1454.75,1417,1418.25,77382,24677,Future,CME,USD,0.25,12.5,50,72312.5,ES1 Index,28.2989,610
10/02/2000,1418.75,1429.25,1412.25,1419.25,68742,23972,Future,CME,USD,0.25,12.5,50,70912.5,ES1 Index,28.4066,611
11/02/2000,1418.5,1426.5,1384.25,1396.75,72327,24276,Future,CME,USD,0.25,12.5,50,70962.5,ES1 Index,27.7495,612
14/02/2000,1396.25,1403.5,1386.75,1398.75,66869,24572,Future,CME,USD,0.25,12.5,50,69837.5,ES1 Index,26.1086,613
15/02/2000,1399,1414.75,1381,1410,79711,26301,Future,CME,USD,0.25,12.5,50,69937.5,ES1 Index,24.4705,614
16/02/2000,1410,1413.5,1390.25,1392.75,70138,25676,Future,CME,USD,0.25,12.5,50,70500,ES1 Index,21.2552,615
17/02/2000,1392.75,1407,1384.25,1385.5,63146,26008,Future,CME,USD,0.25,12.5,50,69637.5,ES1 Index,19.9298,616
18/02/2000,1386.75,1393.5,1349,1353.25,63491,26668,Future,CME,USD,0.25,12.5,50,69275,ES1 Index,18.6236,617
22/02/2000,1356,1363.75,1336.5,1349,79195,26850,Future,CME,USD,0.25,12.5,50,67662.5,ES1 Index,22.9164,618
23/02/2000,1349.25,1374.25,1344.5,1365.25,69610,28104,Future,CME,USD,0.25,12.5,50,67450,ES1 Index,26.483,619
24/02/2000,1365,1370,1331,1355.25,81157,29293,Future,CME,USD,0.25,12.5,50,68262.5,ES1 Index,27.8236,620
25/02/2000,1355.75,1366.5,1331,1338,73993,29796,Future,CME,USD,0.25,12.5,50,67762.5,ES1 Index,29.734,621
28/02/2000,1337.5,1366,1327.5,1347.75,82740,29169,Future,CME,USD,0.25,12.5,50,66900,ES1 Index,32.1012,622
29/02/2000,1349.25,1374,1348,1372,66797,28230,Future,CME,USD,0.25,12.5,50,67387.5,ES1 Index,34.0638,623
01/03/2000,1372.25,1388.75,1371,1385,60887,29558,Future,CME,USD,0.25,12.5,50,68600,ES1 Index,34.0176,624
02/03/2000,1384.25,1390.5,1372.5,1385,62489,30059,Future,CME,USD,0.25,12.5,50,69250,ES1 Index,33.5923,625
03/03/2000,1384.75,1414.5,1383.5,1410.75,65432,29923,Future,CME,USD,0.25,12.5,50,69250,ES1 Index,31.7403,626
06/03/2000,1411.5,1412.75,1386.25,1395,59860,29549,Future,CME,USD,0.25,12.5,50,70537.5,ES1 Index,30.5023,627
07/03/2000,1394.5,1404.5,1351,1351.75,85263,31256,Future,CME,USD,0.25,12.5,50,69750,ES1 Index,29.0081,628
08/03/2000,1352.75,1376,1348.5,1366.25,73911,30916,Future,CME,USD,0.25,12.5,50,67587.5,ES1 Index,25.9459,629
09/03/2000,1367,1405,1357.5,1404.25,7153,28164,Future,CME,USD,0.25,12.5,50,68312.5,ES1 Index,24.4401,630
10/03/2000,1406,1415.5,1394.25,1399.5,3192,27549,Future,CME,USD,0.25,12.5,50,70212.5,ES1 Index,23.2378,631
13/03/2000,1398,1415.75,1364.75,1383.5,2025,26719,Future,CME,USD,0.25,12.5,50,69975,ES1 Index,23.376,632
14/03/2000,1380.25,1395.75,1359.5,1362.25,1207,25134,Future,CME,USD,0.25,12.5,50,69175,ES1 Index,22.8474,633
15/03/2000,1361.75,1398.75,1356.75,1395.25,1377,20474,Future,CME,USD,0.25,12.5,50,68112.5,ES1 Index,21.5226,634
16/03/2000,1396,1469,1395.75,1459,1129,19956,Future,CME,USD,0.25,12.5,50,69762.5,ES1 Index,21.6522,635
17/03/2000,1477.25,1497.75,1468.25,1489,65580,19528,Future,CME,USD,0.25,12.5,50,72950,ES1 Index,29.1155,636
20/03/2000,1486,1490.5,1466.75,1478,58295,19351,Future,CME,USD,0.25,12.5,50,74450,ES1 Index,38.0456,637
21/03/2000,1477.5,1514.25,1463.25,1507.5,69275,20284,Future,CME,USD,0.25,12.5,50,73900,ES1 Index,42.5236,638
22/03/2000,1508,1525.25,1504,1517.5,63803,19191,Future,CME,USD,0.25,12.5,50,75375,ES1 Index,49.5462,639
23/03/2000,1517.25,1553,1510,1544,68603,20348,Future,CME,USD,0.25,12.5,50,75875,ES1 Index,55.2073,640
24/03/2000,1542.75,1574.25,1535.25,1555.5,67498,20996,Future,CME,USD,0.25,12.5,50,77200,ES1 Index,60.7027,641
27/03/2000,1552.25,1554.5,1536,1538.5,48062,21853,Future,CME,USD,0.25,12.5,50,77775,ES1 Index,65.7353,642
28/03/2000,1538,1549.5,1523,1530.25,60995,23252,Future,CME,USD,0.25,12.5,50,76925,ES1 Index,68.6728,643
29/03/2000,1529.25,1541.25,1515,1530.5,60101,22668,Future,CME,USD,0.25,12.5,50,76512.5,ES1 Index,70.4722,644
30/03/2000,1530,1535,1493.5,1504.25,67211,23213,Future,CME,USD,0.25,12.5,50,76525,ES1 Index,71.3824,645
31/03/2000,1505.25,1538.75,1501,1515.25,58120,24538,Future,CME,USD,0.25,12.5,50,75212.5,ES1 Index,71.4876,646
03/04/2000,1514,1528.75,1502,1528.25,69287,25418,Future,CME,USD,0.25,12.5,50,75762.5,ES1 Index,70.8726,647
04/04/2000,1528.25,1544.75,1431,1519.5,95221,23915,Future,CME,USD,0.25,12.5,50,76412.5,ES1 Index,66.6683,648
05/04/2000,1516,1521.75,1491.25,1505.5,78646,24035,Future,CME,USD,0.25,12.5,50,75975,ES1 Index,61.9981,649
06/04/2000,1502,1530.75,1501.5,1516.5,63182,24682,Future,CME,USD,0.25,12.5,50,75275,ES1 Index,59.2149,650
07/04/2000,1521,1535,1513.75,1529,59598,25173,Future,CME,USD,0.25,12.5,50,75825,ES1 Index,55.5206,651
10/04/2000,1530.5,1544,1518,1521.5,71317,25287,Future,CME,USD,0.25,12.5,50,76450,ES1 Index,49.1473,652
11/04/2000,1520.25,1529.25,1497.5,1519,87236,27598,Future,CME,USD,0.25,12.5,50,76075,ES1 Index,35.9035,653
12/04/2000,1518.5,1524.5,1475,1476.75,80050,28279,Future,CME,USD,0.25,12.5,50,75950,ES1 Index,22.8266,654
13/04/2000,1476.5,1492.5,1451.25,1456,82181,24774,Future,CME,USD,0.25,12.5,50,73837.5,ES1 Index,20.6095,655
14/04/2000,1456.75,1462.75,1347,1367.5,90233,28399,Future,CME,USD,0.25,12.5,50,72800,ES1 Index,24.1942,656
17/04/2000,1366.75,1414.5,1342.25,1412.75,88944,28620,Future,CME,USD,0.25,12.5,50,68375,ES1 Index,41.0806,657
18/04/2000,1413.25,1455.5,1401,1452.75,90298,29110,Future,CME,USD,0.25,12.5,50,70637.5,ES1 Index,46.7164,658
19/04/2000,1450.25,1460,1435.25,1440.25,79634,29695,Future,CME,USD,0.25,12.5,50,72637.5,ES1 Index,48.0677,659
20/04/2000,1440,1447,1431.5,1447.25,52448,31236,Future,CME,USD,0.25,12.5,50,72012.5,ES1 Index,48.8253,660
24/04/2000,1442.75,1442.75,1417,1437,84037,31969,Future,CME,USD,0.25,12.5,50,72362.5,ES1 Index,47.7719,661
25/04/2000,1438.25,1489.75,1437.25,1489.25,76335,34442,Future,CME,USD,0.25,12.5,50,71850,ES1 Index,47.7299,662
26/04/2000,1488.25,1495.25,1467,1475.5,74709,33471,Future,CME,USD,0.25,12.5,50,74462.5,ES1 Index,46.4674,663
27/04/2000,1475,1480.75,1440.5,1467.25,82034,34645,Future,CME,USD,0.25,12.5,50,73775,ES1 Index,45.0056,664
28/04/2000,1468,1487.25,1458,1460,55916,35075,Future,CME,USD,0.25,12.5,50,73362.5,ES1 Index,44.6823,665
01/05/2000,1459,1492.75,1458,1477,70459,34949,Future,CME,USD,0.25,12.5,50,73000,ES1 Index,43.8953,666
02/05/2000,1476.5,1478.75,1449,1450.5,76464,34713,Future,CME,USD,0.25,12.5,50,73850,ES1 Index,41.9614,667
03/05/2000,1450.75,1451.5,1404.5,1422.5,90149,34415,Future,CME,USD,0.25,12.5,50,72525,ES1 Index,40.5965,668
04/05/2000,1424,1428.75,1411.5,1423.25,69945,34567,Future,CME,USD,0.25,12.5,50,71125,ES1 Index,40.8573,669
05/05/2000,1423.5,1446,1406,1439,62527,35239,Future,CME,USD,0.25,12.5,50,71162.5,ES1 Index,39.8026,670
08/05/2000,1438.5,1439.5,1424.5,1430,68323,35754,Future,CME,USD,0.25,12.5,50,71950,ES1 Index,36.2307,671
09/05/2000,1430.25,1439.75,1409.5,1419.75,79249,35460,Future,CME,USD,0.25,12.5,50,71500,ES1 Index,32.7395,672
10/05/2000,1418.75,1425.75,1383,1387.75,95832,37312,Future,CME,USD,0.25,12.5,50,70987.5,ES1 Index,28.7339,673
11/05/2000,1388.25,1419,1382.5,1415,71257,38982,Future,CME,USD,0.25,12.5,50,69387.5,ES1 Index,30.3803,674
12/05/2000,1418,1438.75,1414.25,1430.75,67158,39447,Future,CME,USD,0.25,12.5,50,70750,ES1 Index,30.6172,675
15/05/2000,1429.5,1459.5,1423.25,1457.75,68022,40948,Future,CME,USD,0.25,12.5,50,71537.5,ES1 Index,25.6003,676
16/05/2000,1457.5,1478.75,1456.25,1471.75,75713,41726,Future,CME,USD,0.25,12.5,50,72887.5,ES1 Index,24.9219,677
17/05/2000,1470.75,1470.75,1448.25,1456.75,82128,41015,Future,CME,USD,0.25,12.5,50,73587.5,ES1 Index,25.6919,678
18/05/2000,1456,1465.75,1441.5,1442,75011,42260,Future,CME,USD,0.25,12.5,50,72837.5,ES1 Index,25.8262,679
19/05/2000,1441.75,1447,1407,1415,74357,43329,Future,CME,USD,0.25,12.5,50,72100,ES1 Index,25.8307,680
22/05/2000,1413,1423.25,1372.5,1403.75,99210,42667,Future,CME,USD,0.25,12.5,50,70750,ES1 Index,26.6827,681
23/05/2000,1404,1411.5,1378.75,1382.5,86851,37440,Future,CME,USD,0.25,12.5,50,70187.5,ES1 Index,25.7724,682
24/05/2000,1382,1408,1365.5,1401.75,100968,40519,Future,CME,USD,0.25,12.5,50,69125,ES1 Index,27.2868,683
25/05/2000,1404,1417.75,1378,1389,64421,36695,Future,CME,USD,0.25,12.5,50,70087.5,ES1 Index,27.0329,684
26/05/2000,1388,1396.5,1373.25,1381.25,64459,37182,Future,CME,USD,0.25,12.5,50,69450,ES1 Index,27.6836,685
30/05/2000,1388,1428.75,1381.5,1427.25,69621,38834,Future,CME,USD,0.25,12.5,50,69062.5,ES1 Index,26.805,686
31/05/2000,1427.25,1439,1419.5,1422.25,85462,37164,Future,CME,USD,0.25,12.5,50,71362.5,ES1 Index,25.9539,687
01/06/2000,1422,1453.75,1420.25,1451.5,80837,40651,Future,CME,USD,0.25,12.5,50,71112.5,ES1 Index,25.9531,688
02/06/2000,1450.75,1492,1447,1476,66927,44663,Future,CME,USD,0.25,12.5,50,72575,ES1 Index,26.8895,689
05/06/2000,1477,1480.5,1467.75,1470.5,74361,44509,Future,CME,USD,0.25,12.5,50,73800,ES1 Index,29.3858,690
06/06/2000,1471.25,1476.75,1457.25,1463,73797,42314,Future,CME,USD,0.25,12.5,50,73525,ES1 Index,31.2329,691
07/06/2000,1463.5,1477.5,1457.5,1472,66898,44076,Future,CME,USD,0.25,12.5,50,73150,ES1 Index,32.2773,692
08/06/2000,1472,1477.75,1458.25,1466.5,8804,42627,Future,CME,USD,0.25,12.5,50,73600,ES1 Index,32.1243,693
09/06/2000,1466,1484,1455.5,1462,2721,38797,Future,CME,USD,0.25,12.5,50,73325,ES1 Index,32.6762,694
12/06/2000,1461.75,1467.75,1446,1446.75,1682,38014,Future,CME,USD,0.25,12.5,50,73100,ES1 Index,33.1874,695
13/06/2000,1445,1473,1442.75,1472,1992,37502,Future,CME,USD,0.25,12.5,50,72337.5,ES1 Index,32.9093,696
14/06/2000,1474.25,1483.75,1467.5,1475.25,1679,36667,Future,CME,USD,0.25,12.5,50,73600,ES1 Index,32.924,697
15/06/2000,1474,1483.25,1464.25,1475,1604,36314,Future,CME,USD,0.25,12.5,50,73762.5,ES1 Index,33.8044,698
16/06/2000,1498,1504,1479.5,1488,67957,21204,Future,CME,USD,0.25,12.5,50,73750,ES1 Index,34.8577,699
19/06/2000,1487.5,1514.25,1483.25,1504.5,70012,22552,Future,CME,USD,0.25,12.5,50,74400,ES1 Index,35.9949,700
20/06/2000,1505.75,1509.25,1490.75,1499,76062,20681,Future,CME,USD,0.25,12.5,50,75225,ES1 Index,37.2162,701
21/06/2000,1497.5,1503.5,1488.25,1498.5,69942,20540,Future,CME,USD,0.25,12.5,50,74950,ES1 Index,35.232,702
22/06/2000,1498,1499.75,1468.5,1476.3,74585,23344,Future,CME,USD,0.25,12.5,50,74925,ES1 Index,34.0935,703
23/06/2000,1475.5,1479.5,1457,1463.5,60400,24974,Future,CME,USD,0.25,12.5,50,73815,ES1 Index,29.5746,704
26/06/2000,1463.5,1480.25,1463.5,1479,63395,23330,Future,CME,USD,0.25,12.5,50,73175,ES1 Index,21.6544,705
27/06/2000,1479.25,1484.25,1469.5,1471,59914,26698,Future,CME,USD,0.25,12.5,50,73950,ES1 Index,19.2397,706
28/06/2000,1471,1488,1470,1471.25,63069,27108,Future,CME,USD,0.25,12.5,50,73550,ES1 Index,15.0867,707
29/06/2000,1471.75,1473.75,1451,1458,82982,29836,Future,CME,USD,0.25,12.5,50,73562.5,ES1 Index,14.0807,708
30/06/2000,1456.5,1471,1455,1468,18739,29260,Future,CME,USD,0.25,12.5,50,72900,ES1 Index,14.6236,709
03/07/2000,1472.25,1490.75,1467.5,1490.5,18739,30813,Future,CME,USD,0.25,12.5,50,73400,ES1 Index,14.671,710
05/07/2000,1487.25,1493.25,1458.5,1463.25,68150,32320,Future,CME,USD,0.25,12.5,50,74525,ES1 Index,14.8614,711
06/07/2000,1463.5,1479,1456.25,1473.75,71643,31507,Future,CME,USD,0.25,12.5,50,73162.5,ES1 Index,15.1137,712
07/07/2000,1474.25,1502.25,1473.25,1494.75,70694,32216,Future,CME,USD,0.25,12.5,50,73687.5,ES1 Index,14.9734,713
10/07/2000,1494,1502.75,1490,1491.5,66398,30800,Future,CME,USD,0.25,12.5,50,74737.5,ES1 Index,15.2094,714
11/07/2000,1491,1505.5,1486,1494.75,82080,31468,Future,CME,USD,0.25,12.5,50,74575,ES1 Index,13.5988,715
12/07/2000,1497,1514.75,1497,1505.75,68192,30808,Future,CME,USD,0.25,12.5,50,74737.5,ES1 Index,13.8878,716
13/07/2000,1506.25,1516.75,1502.5,1509.5,71409,31357,Future,CME,USD,0.25,12.5,50,75287.5,ES1 Index,14.9304,717
14/07/2000,1510,1526,1509.5,1524,64542,31846,Future,CME,USD,0.25,12.5,50,75475,ES1 Index,16.0329,718
17/07/2000,1523.25,1533,1519.5,1522,58964,31624,Future,CME,USD,0.25,12.5,50,76200,ES1 Index,18.4459,719
18/07/2000,1521.5,1524.5,1506,1511.5,75201,32529,Future,CME,USD,0.25,12.5,50,76100,ES1 Index,19.8004,720
19/07/2000,1512,1514,1493.25,1500.25,74457,33212,Future,CME,USD,0.25,12.5,50,75575,ES1 Index,20.417,721
20/07/2000,1500.5,1517.25,1498,1516.25,72999,37206,Future,CME,USD,0.25,12.5,50,75012.5,ES1 Index,20.4721,722
21/07/2000,1515.75,1516.25,1488.5,1489.5,63935,32214,Future,CME,USD,0.25,12.5,50,75812.5,ES1 Index,21.2598,723
24/07/2000,1489.25,1499.5,1476.25,1481.5,76214,34414,Future,CME,USD,0.25,12.5,50,74475,ES1 Index,20.2788,724
25/07/2000,1480.75,1488,1477.75,1484.5,74691,33635,Future,CME,USD,0.25,12.5,50,74075,ES1 Index,20.2026,725
26/07/2000,1484.75,1485.25,1466,1469,77503,35950,Future,CME,USD,0.25,12.5,50,74225,ES1 Index,19.675,726
27/07/2000,1468,1475.75,1456,1463.75,85738,38093,Future,CME,USD,0.25,12.5,50,73450,ES1 Index,19.814,727
28/07/2000,1463.25,1469,1423.5,1432,85342,40549,Future,CME,USD,0.25,12.5,50,73187.5,ES1 Index,19.3029,728
31/07/2000,1431.5,1449.25,1428.75,1439,76129,40736,Future,CME,USD,0.25,12.5,50,71600,ES1 Index,23.1965,729
01/08/2000,1439.5,1454.5,1437,1447.5,75540,40651,Future,CME,USD,0.25,12.5,50,71950,ES1 Index,26.0234,730
02/08/2000,1447,1461.75,1442.5,1452.5,78730,40628,Future,CME,USD,0.25,12.5,50,72375,ES1 Index,27.0754,731
03/08/2000,1450.75,1465,1433.25,1461.5,86321,40255,Future,CME,USD,0.25,12.5,50,72625,ES1 Index,28.0687,732
04/08/2000,1462,1473.5,1459,1471.75,76989,40223,Future,CME,USD,0.25,12.5,50,73075,ES1 Index,28.5103,733
07/08/2000,1471.25,1490.5,1469.5,1486.25,65711,40956,Future,CME,USD,0.25,12.5,50,73587.5,ES1 Index,28.5821,734
08/08/2000,1486.25,1494.25,1479,1491.75,62031,42854,Future,CME,USD,0.25,12.5,50,74312.5,ES1 Index,28.4538,735
09/08/2000,1492.5,1499.5,1479.25,1481,66821,44413,Future,CME,USD,0.25,12.5,50,74587.5,ES1 Index,27.9966,736
10/08/2000,1481.25,1484.75,1468.25,1474.25,57852,43623,Future,CME,USD,0.25,12.5,50,74050,ES1 Index,27.181,737
11/08/2000,1473.25,1484.75,1460.5,1478.5,64405,43186,Future,CME,USD,0.25,12.5,50,73712.5,ES1 Index,25.049,738
14/08/2000,1479.25,1499.5,1475.75,1498,54212,43297,Future,CME,USD,0.25,12.5,50,73925,ES1 Index,22.6448,739
15/08/2000,1498,1501,1491,1494.75,57815,45444,Future,CME,USD,0.25,12.5,50,74900,ES1 Index,21.638,740
16/08/2000,1494,1502.75,1482,1491.5,70708,46336,Future,CME,USD,0.25,12.5,50,74737.5,ES1 Index,21.3111,741
17/08/2000,1491.75,1507,1486.5,1503.5,66894,48266,Future,CME,USD,0.25,12.5,50,74575,ES1 Index,19.2682,742
18/08/2000,1503.5,1508,1495,1500.75,49751,46519,Future,CME,USD,0.25,12.5,50,75175,ES1 Index,20.1773,743
21/08/2000,1501,1509.75,1497.25,1506.75,47849,47944,Future,CME,USD,0.25,12.5,50,75037.5,ES1 Index,21.0491,744
22/08/2000,1507,1514.75,1503,1507.5,98072,48995,Future,CME,USD,0.25,12.5,50,75337.5,ES1 Index,22.2042,745
23/08/2000,1507.5,1513.5,1494.75,1510.25,65125,49496,Future,CME,USD,0.25,12.5,50,75375,ES1 Index,23.2615,746
24/08/2000,1510.5,1516.25,1506.25,1515.25,52060,47291,Future,CME,USD,0.25,12.5,50,75512.5,ES1 Index,24.1068,747
25/08/2000,1515.25,1519,1510,1513.5,43327,48892,Future,CME,USD,0.25,12.5,50,75762.5,ES1 Index,22.3052,748
28/08/2000,1513.5,1530,1511,1518.75,65000,49293,Future,CME,USD,0.25,12.5,50,75675,ES1 Index,20.25,749
29/08/2000,1519,1519.5,1509.25,1518.25,61472,50704,Future,CME,USD,0.25,12.5,50,75937.5,ES1 Index,18.7211,750
30/08/2000,1518.5,1519,1503,1503.5,60133,53148,Future,CME,USD,0.25,12.5,50,75912.5,ES1 Index,16.8995,751
31/08/2000,1504.5,1529.5,1503.75,1521.25,52003,45039,Future,CME,USD,0.25,12.5,50,75175,ES1 Index,14.7478,752
01/09/2000,1522.75,1540,1519.25,1523.25,52305,46971,Future,CME,USD,0.25,12.5,50,76062.5,ES1 Index,14.1773,753
05/09/2000,1525.75,1526.75,1506.5,1512.25,64717,45253,Future,CME,USD,0.25,12.5,50,76162.5,ES1 Index,14.6021,754
06/09/2000,1512.25,1515,1492.75,1494,78207,45282,Future,CME,USD,0.25,12.5,50,75612.5,ES1 Index,14.5012,755
07/09/2000,1494,1507.75,1493.5,1506.5,10488,44138,Future,CME,USD,0.25,12.5,50,74700,ES1 Index,13.6457,756
08/09/2000,1506.25,1506.5,1491,1496.5,3227,42275,Future,CME,USD,0.25,12.5,50,75325,ES1 Index,11.5109,757
11/09/2000,1497,1508.75,1484,1491.75,2965,39833,Future,CME,USD,0.25,12.5,50,74825,ES1 Index,9.7022,758
12/09/2000,1492,1498.25,1481,1482,1780,39181,Future,CME,USD,0.25,12.5,50,74587.5,ES1 Index,10.1266,759
13/09/2000,1482.5,1491,1473,1485.5,2142,38129,Future,CME,USD,0.25,12.5,50,74100,ES1 Index,11.3233,760
14/09/2000,1485.75,1495,1477.5,1481.25,1592,36768,Future,CME,USD,0.25,12.5,50,74275,ES1 Index,11.8272,761
15/09/2000,1502.25,1509.75,1481,1483.5,82564,25628,Future,CME,USD,0.25,12.5,50,74062.5,ES1 Index,13.1046,762
18/09/2000,1485.25,1489.75,1462.25,1467.25,104794,29453,Future,CME,USD,0.25,12.5,50,74175,ES1 Index,13.9609,763
