Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_px,ret_net_for_var,ret_pct_for_sig,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,trades,pnl_usd,carry_pnl_usd,trade_pnl_usd,strategy_ret,current_position
2017-08-03,162.86,163.48,162.71,163.3,567058,1592209,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.718198441,154,0.002,,1.1308,,0.0027017069875967525,0.4399999999999977,0.0027017069875967525,0.25249791960045,0.5024917109768577,162.83868981562972,162.2840986688508,0.5545911467789324,1.103682179554349,8.277616346657618,8.277616346657618,0.015322580676689207,0.44,1.6330000000000002,1633.0000000000002,718.5200000000001,635.4085603112841,10260771.135479318,127821.89600283,201.1648945053724,166.5165819131326,119.2177417499304,119,29,35019.45525291811,35019.45525291811,0.0,0.0034246338409170884,90.0
2017-08-04,163.48,163.51,162.89,163.13,490006,1596832,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.26,0.768976593,155,0.002,,1.1308,,-0.0010410287813840124,-0.17000000000001592,-0.0010410287813840124,0.24041154556799352,0.49031780058243196,162.95521388937783,162.3836164725154,0.5715974168624314,1.16576925451911,8.743269408893326,8.743269408893326,-0.008617236858125361,0.47,1.6313,1631.3,766.7109999999999,678.0252918287937,10242881.146091273,128259.63919349149,189.16645254861373,165.39332577571653,118.4135452034306,118,-1,-17889.98938804554,-17889.98938804554,0.0,-0.0017435326401722567,119.0
2017-08-07,163.09,163.38,162.84,163.3,324000,1604331,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.823878025,156,0.002,,1.1308,,0.0010421136516889362,0.17000000000001592,0.0010421136516889362,0.22897848905080498,0.4785169684042615,163.0931283336267,162.4914262992783,0.6017020343484205,1.2574309252918479,9.430731939688858,9.430731939688858,0.00911148041140199,0.5,1.6330000000000002,1633.0000000000002,816.5000000000001,722.0551821719138,10260620.799434042,128036.01432614092,177.32164727495424,167.22729225541528,119.72657565146618,120,2,17739.653342767844,17739.653342767844,0.0,0.0017319007308346413,118.0
2017-08-08,163.32,163.42,163.03,163.13,343112,1601908,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.25,0.861373516,157,0.002,,1.1308,,-0.0010410287813840124,-0.17000000000001592,-0.0010410287813840124,0.2181634355885996,0.46707968869198285,163.10787700017602,162.56655261701025,0.5413243831657724,1.1589550911145494,8.69216318335912,8.69216318335912,-0.009817663378733577,0.53,1.6313,1631.3,864.589,764.5817120622569,10242580.474000718,128257.75999292552,167.7489246335544,145.81010267478655,104.39291369962109,104,-16,-18040.325433323233,-18040.325433323233,0.0,-0.0017582099354376596,120.0
2017-08-09,163.28,163.99,163.25,163.9,609012,1606475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,161.02,0.947795688,158,0.002,,1.1308,,0.004720161834120162,0.7700000000000102,0.004720161834120162,0.2384194660973248,0.48828215828281585,163.42472620010562,162.7234287797149,0.7012974203907163,1.4362544452925121,10.77190833969384,10.77190833969384,0.04102841691403614,0.58,1.639,1639.0,950.6199999999999,840.6614785992217,10313397.594623288,128032.25592500898,152.29942037827962,164.05553965033283,117.45575566091023,117,13,70817.12062256903,70817.12062256903,0.0,0.006913992113835752,104.0
2017-08-10,163.78,164.3,163.64,164.11,467221,1597073,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164110,164.11,161.23,0.983742344,159,0.002,,1.1308,,0.0012812690665040538,0.21000000000000796,0.0012812690665040538,0.22791571117314527,0.4774051855323162,163.69883572006336,162.8865548056308,0.8122809144325629,1.7014497099080599,12.760872824310448,12.760872824310448,0.01380171294286676,0.6,1.6411000000000002,1641.1000000000001,984.6600000000001,870.7640608418819,10335125.574814305,128917.46993279111,148.05097698698046,188.92596888457706,135.26176858522552,135,18,21727.980191016035,21727.980191016035,0.0,0.0021067722825253575,117.0
2017-08-11,164.34,164.64,164.19,164.54,551027,1613264,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164540,164.54,161.65,1.031898251,160,0.002,,1.1308,,0.00262019377246947,0.4299999999999784,0.00262019377246947,0.2255905375962175,0.4749637224001613,164.035301432038,163.0810777696742,0.9542236623638019,2.0090453593840154,15.067840195380116,15.067840195380116,0.03343595950553314,0.63,1.6454,1645.3999999999999,1036.6019999999999,916.6979129819596,10386460.912628239,129189.06968517881,140.92872674372634,212.34915335128602,152.03162492403655,152,17,51335.33781393446,51335.33781393446,0.0,0.00496707441456093,135.0
2017-08-14,164.43,164.44,163.86,164.2,392761,1608339,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164200,164.2,161.31,1.057435262,161,0.002,,1.1308,,-0.0020663668408897884,-0.3400000000000034,-0.0020663668408897884,0.21964510313155722,0.46866310195230565,164.10118085922278,163.2127156791243,0.8884651800984784,1.8957438219424723,14.218078664568543,14.218078664568543,-0.03113568534355978,0.64,1.642,1642.0,1050.88,929.3243721259287,10340758.754863825,129830.76140785299,139.7044619747261,198.63290301478804,142.21145943897355,142,-10,-45702.15776441503,-45702.15776441503,0.0,-0.004400166538810989,152.0
2017-08-15,163.94,164.08,163.45,163.85,522924,1606503,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163850,163.85,160.97,1.028142014,162,0.002,,1.1308,,-0.0021315468940316107,-0.3499999999999943,-0.0021315468940316107,0.21439401647579717,0.46302701484448744,164.0007085155337,163.28769030510966,0.7130182104240248,1.5399062853028123,11.549297139771092,11.549297139771092,-0.030306501416558187,0.63,1.6385,1638.5,1032.255,912.8537318712416,10296807.569862057,129259.48443579781,141.59933834178585,163.53728333042665,117.08470944198726,117,-25,-43951.185001767946,-43951.185001767946,0.0,-0.004250286274311863,142.0
2017-08-16,163.8,164.02,163.36,163.75,532766,1594489,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163750,163.75,160.88,1.025608275,163,0.002,,1.1308,,-0.0006103143118705301,-0.09999999999999432,-0.0006103143118705301,0.20334569126088917,0.4509386779384633,163.90042510932022,163.3420796809791,0.5583454283411129,1.2381848256922123,9.286386192691593,9.286386192691593,-0.007048701336447675,0.63,1.6375,1637.5,1031.625,912.296604174036,10286460.91262824,128710.09462327571,141.08360596146875,131.01568504157245,93.80083307633974,94,-23,-10346.657233816179,-10346.657233816179,0.0,-0.0010048412737264341,117.0
2017-08-17,163.98,164.33,163.71,163.95,482661,1586280,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163950,163.95,161.08,1.006733497,164,0.002,,1.1308,,0.00122137404580136,0.19999999999998863,0.00122137404580136,0.19451619443597598,0.4410399011835278,163.92025506559213,163.41359971851097,0.5066553470811641,1.1487743982382492,8.61580798678687,8.61580798678687,0.011342151075041619,0.61,1.6395,1639.5,1000.095,884.413689423417,10303086.310576595,128580.76140785302,145.38531339522766,125.26119443121145,89.68089878747531,90,-4,16625.3979483542,16625.3979483542,0.0,0.0016162408130034227,94.0
2017-08-18,164.18,164.48,164.0,164.36,500843,1590822,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164360,164.36,161.49,0.995368106,165,0.002,,1.1308,,0.0025007624275694695,0.410000000000025,0.0025007624275694695,0.19308829203403244,0.4394181289319234,164.09615303935527,163.52494092809792,0.5712121112573527,1.2999284136177445,9.749463102133083,9.749463102133083,0.021546088896509556,0.61,1.6436000000000002,1643.6000000000001,1002.5960000000001,886.6253979483553,10335718.075698635,128788.57888220745,145.25703773005296,141.61781296743044,101.39143897602149,101,11,32631.765122039484,32631.765122039484,0.0,0.0031671835155395586,90.0
2017-08-21,164.09,164.57,164.05,164.44,376485,1594322,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.58,0.981729257,166,0.002,,1.1308,,0.00048673643222185703,0.07999999999998408,0.00048673643222185703,0.18299703300516568,0.4277815248525416,164.23369182361316,163.63259493655698,0.6010968870561726,1.4051492458992323,10.538619344244243,10.538619344244243,0.004745418886410896,0.6,1.6444,1644.4,986.64,872.5150336045277,10342863.459497714,129196.47594623294,148.07363881456277,156.04917143837864,111.7235869670708,112,11,7145.383799078875,7145.383799078875,0.0,0.0006913292087444915,101.0
2017-08-22,164.39,164.47,164.12,164.44,468241,1594270,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.59,0.974834687,167,0.002,,1.1308,,0.0,0.0,0.0,0.17310530149137293,0.4160592523804427,164.3162150941679,163.72758376755027,0.588631326617616,1.4147776386411763,10.610832289808823,10.610832289808823,0.0,0.59,1.6444,1644.4,970.196,857.9731163777857,10342863.459497714,129285.79324372143,150.6874641824953,159.89194106170314,114.47482237734947,114,2,0.0,0.0,0.0,0.0,112.0
2017-08-23,164.35,164.89,164.22,164.85,615176,1611327,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164850,164.85,162.0,0.99805227,168,0.002,,1.1308,,0.0024933106300168983,0.4099999999999966,0.0024933106300168983,0.17283474465400125,0.4157339830396371,164.52972905650074,163.85963273607376,0.6700963204269783,1.6118391754447692,12.08879381583577,12.08879381583577,0.026456100941506883,0.61,1.6485,1648.5,1005.5849999999999,889.2686593562079,10384197.028652295,129285.79324372143,145.38440310863848,175.75220732186835,125.82999857281033,126,12,41333.56915458049,41333.56915458049,0.0,0.003996337118481867,114.0
2017-08-24,164.87,164.9,164.66,164.75,420389,1605294,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164750,164.75,161.89,1.001296326,169,0.002,,1.1308,,-0.0006066120715801926,-0.09999999999999432,-0.0006066120715801926,0.16403286656459573,0.4050097116917022,164.61783743390043,163.9643818259474,0.6534556079530205,1.6134319476527468,12.100739607395601,12.100739607395601,-0.007333208259529957,0.61,1.6475,1647.5,1004.975,888.7292182525646,10373054.474708186,129802.4628581537,146.05400631856534,176.7361499077871,126.53445341903107,127,1,-11142.55394410973,-11142.55394410973,0.0,-0.0010730299043214377,126.0
2017-08-25,164.69,164.8,164.36,164.77,454029,1574506,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164770,164.77,161.91,1.021149189,170,0.002,,1.1308,,0.00012139605462824221,0.020000000000010232,0.00012139605462824221,0.1551878467502933,0.3939388870755124,164.67870246034028,164.05916043465947,0.6195420256808006,1.5726856271542529,11.795142203656896,11.795142203656896,0.0014689820464215307,0.62,1.6477000000000002,1647.7000000000003,1021.5740000000002,903.408206579413,10375300.672090571,129663.18093385233,143.52668039711287,169.2917605302761,121.20463412958024,121,-6,2246.1973823853023,2246.1973823853023,0.0,0.00021654155850256364,127.0
2017-08-28,164.86,164.98,164.58,164.96,298546,1534448,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164960,164.96,162.08,1.044695011,171,0.002,,1.1308,,0.001153122534441886,0.18999999999999773,0.001153122534441886,0.14875066584487198,0.3856820787188225,164.79122147620416,164.16514155999366,0.6260799162105002,1.6233056985438445,12.174792739078834,12.174792739078834,0.013601244271983294,0.63,1.6496000000000002,1649.6000000000001,1039.248,919.0378493102229,10395631.411390182,129691.25840113215,141.1163408541563,171.8062201996556,123.00486447337316,123,2,20330.73929961065,20330.73929961065,0.0,0.0019595325419628643,121.0
2017-08-29,165.03,165.69,165.0,165.43,788843,1512233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165430,165.43,162.55,1.026387191,172,0.002,,1.1308,,0.0028491755577109146,0.46999999999999886,0.0028491755577109146,0.15265062985325722,0.3907052979590336,165.04673288572252,164.31394843528852,0.7327844504339964,1.8755426513587505,14.06656988519063,14.06656988519063,0.03468812189237973,0.62,1.6543,1654.3000000000002,1025.6660000000002,907.0268836222145,10446754.510081373,129945.39264237728,143.26520524225253,201.52500216563243,144.28206121159718,144,21,51123.09869119195,51123.09869119195,0.0,0.004917748299076659,123.0
2017-08-30,165.26,165.31,164.92,165.14,676228,1474850,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165140,165.14,162.27,0.982111331,173,0.002,,1.1308,,-0.0017530073142719704,-0.29000000000002046,-0.0017530073142719704,0.14894519040173046,0.38593417884625153,165.0840397314335,164.4111309723134,0.6729087591201051,1.7435842586727166,13.076881940045375,13.076881940045375,-0.024658799895457006,0.59,1.6514,1651.4,974.326,861.6253979483552,10409824.902723748,130584.43137601716,151.5559217346147,198.18788958383135,141.89285155213426,142,-2,-36929.60735762553,-36929.60735762553,0.0,-0.003535031604503347,144.0
2017-08-31,165.13,165.29,164.85,165.08,706070,1383000,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165080,165.08,162.21,0.951802325,174,0.002,,1.1308,,-0.00036332808526085003,-0.05999999999997385,-0.00036332808526085003,0.14108869362325838,0.3756177493453396,165.0824238388601,164.48982144615889,0.5926023927012238,1.5776740948319525,11.832555711239644,11.832555711239644,-0.004751198476458876,0.58,1.6508000000000003,1650.8000000000002,957.464,846.7138309161655,10402290.413866306,130122.81128404685,153.67979892716613,181.84247824977996,130.19033517309944,130,-12,-7534.488857442772,-7534.488857442772,0.0,-0.0007237863199285284,142.0
2017-09-01,165.15,165.21,164.52,164.86,959778,1227496,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164860,164.86,161.99,0.873379452,175,0.002,,1.1308,,-0.0013326871819723252,-0.21999999999999886,-0.0013326871819723252,0.13607849396794708,0.36888818626779996,164.99345430331607,164.53337186425784,0.4600824390582261,1.2472138067447416,9.354103550585561,9.354103550585561,-0.015769095326342502,0.53,1.6486,1648.6000000000001,873.7580000000002,772.6901308807925,10376998.585072532,130028.63017332883,168.28043348387106,157.41126003455557,112.69877589200478,113,-17,-25291.828793774188,-25291.828793774188,0.0,-0.0024313711488058486,130.0
2017-09-04,162.12,162.28,162.02,162.16,931545,1046113,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162160,165.04,162.16,0.852869079,176,0.002,,1.1308,,-0.01637753245177742,-2.700000000000017,-0.01637753245177742,0.5227769537534684,0.7230331622778228,163.86007258198964,164.25415164493342,-0.39407906294377426,-0.5450359451042037,-4.087769588281528,-4.087769588281528,-0.15319713445700142,0.53,1.6216,1621.6,859.448,760.0353731871242,10107189.600283,129712.48231340665,170.6663753944395,-69.76448190796287,-49.94796249036663,-50,-163,-269808.98478953127,-269808.98478953127,0.0,-0.026000676648222303,113.0
2017-09-05,162.15,162.93,161.96,162.64,1385310,1486287,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162640,165.52,162.64,0.863428244,177,0.002,,1.1308,,0.002960039467192921,0.47999999999998977,0.002960039467192921,0.5069727940911183,0.7120202202824849,163.3720435491938,164.06425145141182,-0.6922079022180299,-0.9721745008075827,-7.29130875605687,-7.29130875605687,-0.01209995931410428,0.53,1.6263999999999998,1626.3999999999999,861.992,762.2851078882206,10085965.688008506,126339.87000353751,165.73834211918467,-120.84494251079605,-86.51907805525911,-87,-37,-21223.912274495477,-21223.912274495477,0.0,-0.002099882669055818,-50.0
2017-09-06,162.79,162.84,162.24,162.57,999423,1667630,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162570,165.48,162.57,0.882189889,178,0.002,,1.1308,,-0.0004303984259714788,-0.06999999999999318,-0.0004303984259714788,0.479833724140247,0.6927003133680878,163.0512261295163,163.88845716301043,-0.8372310334941346,-1.2086482672763654,-9.06486200457274,-9.06486200457274,0.003138167811878938,0.54,1.6257,1625.6999999999998,877.8779999999999,776.3335691545808,10091351.255748158,126074.57110010633,162.39742310434963,-147.21102303391422,-105.39590427069724,-105,-18,5385.567739652818,5385.567739652818,0.0,0.0005339664942600265,-87.0
2017-09-07,162.3,163.24,162.22,163.18,880299,1695491,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163180,165.37,163.18,0.886836513,179,0.002,,1.1308,,0.0037522298086978267,0.6100000000000136,0.0037522298086978267,0.47401027959212644,0.6884840445443354,163.10273567770977,163.80510926147977,-0.7023735837699974,-1.0201740902141814,-7.65130567660636,-7.65130567660636,-0.034013445425290174,0.54,1.6318000000000001,1631.8000000000002,881.1720000000001,779.2465511142555,10034709.939865597,126141.89069685199,161.8767391610267,-123.85684132532906,-88.67545053734163,-89,16,-56641.31588256228,-56641.31588256228,0.0,-0.0056128574307924015,-105.0
2017-09-08,163.4,163.43,162.82,162.96,625183,1697534,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162960,162.96,162.51,0.894876714,180,0.002,,1.1308,,-0.0013482044368182677,-0.21999999999999886,-0.0013482044368182677,0.4510043185330926,0.671568550881511,163.04564140662586,163.70568464248214,-0.6600432358562784,-0.9828382150860039,-7.371286613145029,-7.371286613145029,0.010315524260653493,0.55,1.6296000000000002,1629.6000000000001,896.2800000000002,792.6070038910508,10052025.114962872,125433.87424831996,158.25481434373205,-116.65415944377041,-83.51868201256784,-84,5,17315.175097276173,17315.175097276173,0.0,0.0017255282116812327,-89.0
2017-09-11,162.85,162.89,162.64,162.77,459138,1701763,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162770,162.77,162.32,0.919395997,181,0.002,,1.1308,,-0.0011659302896416257,-0.18999999999999773,-0.0011659302896416257,0.4285770580718443,0.6546579702958212,162.9353848439755,163.59560409630777,-0.6602192523322685,-1.0084949428385244,-7.563712071288933,-7.563712071288933,0.008594406335895623,0.56,1.6277000000000001,1627.7,911.5120000000001,806.0771135479307,10066139.016625412,125650.31393703591,155.87877614337518,-117.90221807733921,-84.41223105228568,-84,0,14113.901662539625,14113.901662539625,0.0,0.0014040853958403343,-84.0
2017-09-12,162.67,162.7,161.73,161.87,757283,1701307,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161870,161.87,161.42,1.001729005,182,0.002,,1.1308,,-0.00552927443632123,-0.9000000000000057,-0.00552927443632123,0.4491945143922857,0.6702197508222849,162.5092309063853,163.3925918496833,-0.883360943297987,-1.3180168776199173,-9.885126582149379,-9.885126582149379,0.041821839799472196,0.62,1.6187,1618.7,1003.594,887.5079589671029,10132994.340290075,125826.73770781765,141.7753344479941,-140.1467127244985,-100.33820303498103,-100,-16,66855.3236646626,66855.3236646626,0.0,0.006641605441196787,-84.0
2017-09-13,161.96,162.07,161.62,161.72,619964,1711512,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161720,161.72,161.26,1.099230792,183,0.002,,1.1308,,-0.0009266695496386035,-0.15000000000000568,-0.0009266695496386035,0.42612994604675686,0.6527862943159551,162.19353854383118,163.19581633795585,-1.0022777941246659,-1.5353842487991227,-11.51538186599342,-11.51538186599342,0.009160245798000953,0.68,1.6172,1617.2,1099.6960000000001,972.4938096922534,10146259.285461636,126662.42925362595,130.24497224687568,-149.98205915484886,-107.37983082533704,-107,-7,13264.94517156046,13264.94517156046,0.0,0.001309084435073387,-100.0
2017-09-14,161.71,162.05,161.37,161.56,733985,1705997,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161560,161.56,161.1,1.192689538,184,0.002,,1.1308,,-0.0009893643334157876,-0.1599999999999966,-0.0009893643334157876,0.40447967869287804,0.6359871686542725,161.94012312629872,163.00336735701984,-1.063244230721125,-1.671801387079733,-12.538510403097998,-12.538510403097998,0.01139290810387683,0.74,1.6156000000000001,1615.6000000000001,1195.544,1057.2550406791652,10161399.009550776,126828.24106827046,119.95993037479192,-150.411883495924,-107.68756406549484,-108,-1,15139.724089140109,15139.724089140109,0.0,0.0014921483537123385,-107.0
2017-09-15,161.77,161.82,161.07,161.19,676738,1719423,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161190,161.19,160.71,1.289415242,185,0.002,,1.1308,,-0.002290170834365002,-0.37000000000000455,-0.002290170834365002,0.39001591227704696,0.6245125397276239,161.64007387577922,162.79003002089985,-1.1499561451206262,-1.8413659806129277,-13.810244854596958,-13.810244854596958,0.0287153308315572,0.8,1.6119,1611.9,1289.5200000000002,1140.3608065086667,10196736.823487813,127017.48761938472,111.38359622185015,-153.82347366093114,-110.13009603783979,-110,-2,35337.81393703616,35337.81393703616,0.0,0.0034776524279601538,-108.0
2017-09-18,161.26,161.42,160.86,160.94,553595,1708259,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160940,160.94,160.45,1.393001196,186,0.002,,1.1308,,-0.0015509647000434557,-0.25,-0.0015509647000434557,0.3723123494512607,0.6101740321017117,161.36004432546753,162.57237943020576,-1.21233510473823,-1.9868677474890348,-14.90150810616776,-14.90150810616776,0.021419202268436646,0.87,1.6094,1609.3999999999999,1400.1779999999999,1238.2189600282984,10221055.889635673,127459.21029359766,102.93753722740983,-153.3924545423193,-109.82150739530596,-110,0,24319.06614785992,24319.06614785992,0.0,0.0023849851740648867,-110.0
2017-09-19,161.01,161.37,160.92,161.09,633450,1698278,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161090,161.09,160.61,1.47343284,187,0.002,,1.1308,,0.000932024356903316,0.15000000000000568,0.000932024356903316,0.3534035738052467,0.5944775637526168,161.25202659528054,162.39798185018157,-1.1459552549010255,-1.9276677956813488,-14.457508467610117,-14.457508467610117,-0.013888568509540558,0.91,1.6109,1610.9,1465.919,1296.3556773965336,10206464.449946957,127763.19862044591,98.5556671275836,-142.48693920280041,-102.01369092165943,-102,8,-14591.439688716506,-14591.439688716506,0.0,-0.0014275863322019868,-110.0
2017-09-20,161.07,161.41,160.76,161.32,530232,1686731,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.84,1.529643205,188,0.002,,1.1308,,0.0014277732944316668,0.22999999999998977,0.0014277732944316668,0.33716013738334116,0.5806549210876811,161.27921595716833,162.27116045604254,-0.9919444988742043,-1.708320144804933,-12.812401086036997,-12.812401086036997,-0.020642044494073416,0.95,1.6132,1613.2,1532.54,1355.2706048814998,10185718.075698638,127580.80562433696,94.13677620160011,-120.61181336414032,-86.3521689698031,-86,16,-20746.37424831885,-20746.37424831885,0.0,-0.002032670015171284,-102.0
2017-09-21,160.92,161.2,160.66,161.14,729118,1681196,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161140,161.14,160.65,1.583706833,189,0.002,,1.1308,,-0.0011157946937764285,-0.18000000000000682,-0.0011157946937764285,0.3206866164437012,0.5662919886804874,161.22352957430098,162.13808275533165,-0.9145531810306693,-1.6149852007648258,-12.112389005736194,-12.112389005736194,0.014296009146335432,0.98,1.6114,1611.3999999999999,1579.1719999999998,1396.508666430845,10199407.499115689,127321.47594623298,91.17127519991507,-110.43019513704003,-79.06262748120798,-79,7,13689.423417050393,13689.423417050393,0.0,0.0013439821635855983,-86.0
2017-09-22,161.19,161.26,160.88,161.12,511178,1666281,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.64,1.617678378,190,0.002,,1.1308,,-0.00012411567580972171,-0.01999999999998181,-0.00012411567580972171,0.30337382636566324,0.5507938147489161,161.18211774458058,162.01830831352794,-0.8361905689473588,-1.518155336091679,-11.386165020687592,-11.386165020687592,0.001503337347117191,1.0,1.6112000000000002,1611.2000000000003,1611.2000000000003,1424.8319773611604,10200804.740007091,127492.59373894612,89.47903736345597,-101.88230853125805,-72.94275805939014,-73,6,1397.2408914030448,1397.2408914030448,0.0,0.00013699235877419238,-79.0
2017-09-25,161.3,161.98,161.12,161.93,806358,1673239,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,161.47,1.60748323,191,0.002,,1.1308,,0.005027308838133182,0.8100000000000023,0.005027308838133182,0.3224401060215735,0.5678380984238144,161.48127064674836,162.0079191001717,-0.5266484534233484,-0.9274623433778065,-6.955967575333549,-6.955967575333549,-0.05724176804094562,0.99,1.6193000000000002,1619.3000000000002,1603.1070000000002,1417.6750972762648,10148514.326140802,127510.05925008864,89.94307616397423,-62.56411214223605,-44.79284932762925,-45,28,-52290.4138662895,-52290.4138662895,0.0,-0.005126106733639247,-73.0
2017-09-26,161.93,161.95,161.62,161.71,566003,1671369,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,161.24,1.596691058,192,0.002,,1.1308,,-0.0013586117458160851,-0.21999999999999886,-0.0013586117458160851,0.3076271273177047,0.5546414403177108,161.57276238804903,161.97286979426914,-0.40010740622011554,-0.7213802956932415,-5.410352217699311,-5.410352217699311,0.009450459251363993,0.99,1.6171000000000002,1617.1000000000001,1600.929,1415.749027237354,10157269.189954031,126856.42907676003,89.6037550697128,-48.47878749556065,-34.70844465814544,-35,10,8754.863813229527,8754.863813229527,0.0,0.0008626744301556067,-45.0
2017-09-27,161.67,161.68,160.65,161.02,1051494,1679297,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161020,161.02,160.49,1.582314023,193,0.002,,1.1308,,-0.004266897532620106,-0.6899999999999977,-0.004266897532620106,0.3167337690843151,0.5627910527756417,161.35165743282943,161.86076746553158,-0.5091100327021536,-0.9046164294746026,-6.78462322105952,-6.78462322105952,0.02308541852830691,0.98,1.6102,1610.2,1577.996,1395.468694729395,10178625.751680242,126965.8648744254,90.98438779312511,-61.7294790175121,-44.19529276493698,-44,-9,21356.56172621146,21356.56172621146,0.0,0.002102588926887357,-35.0
2017-09-28,160.56,160.96,160.24,160.8,767971,1676111,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160800,160.8,160.27,1.567810363,194,0.002,,1.1308,,-0.0013662899018754837,-0.21999999999999886,-0.0013662899018754837,0.3022292410257035,0.5497538003740433,161.13099445969766,161.73597129311608,-0.6049768334184193,-1.1004504798453476,-8.253378598840108,-8.253378598840108,0.00926976219496354,0.98,1.608,1608.0,1575.84,1393.5620799434028,10187186.062964289,127232.82189600304,91.30043341963668,-75.35370432504556,-53.949572822785626,-54,-10,8560.311284046647,8560.311284046647,0.0,0.0008410085499639821,-44.0
2017-09-29,160.94,161.31,160.79,161.01,739820,1680639,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161010,161.01,160.5,1.526495769,195,0.002,,1.1308,,0.0013059701492537101,0.20999999999997954,0.0013059701492537101,0.2882763090783677,0.5369136886673385,161.0825966758186,161.65056290569066,-0.56796622987207,-1.0578352570630232,-7.933764427972674,-7.933764427972674,-0.010778666080574593,0.95,1.6100999999999999,1610.1,1529.5949999999998,1352.6662539794834,10177157.76441459,127339.82578705362,94.13987035783998,-74.688355469899,-53.473215531066444,-53,1,-10028.29854969835,-10028.29854969835,0.0,-0.0009844031990498751,-54.0
2017-10-02,160.81,161.37,160.66,161.22,712863,1697876,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161220,161.22,160.71,1.447047339,196,0.002,,1.1308,,0.0013042668157257076,0.21000000000000796,0.0013042668157257076,0.27507758966872636,0.5244783977140778,161.13755800549114,161.59990844619765,-0.46235044070650133,-0.8815433442476198,-6.611575081857149,-6.611575081857149,-0.010347745667189809,0.9,1.6122,1612.2,1450.98,1283.1446763353379,10167315.175097292,127214.47205518238,99.1427345656041,-65.54896334011255,-46.9298570369038,-47,6,-9842.589317297861,-9842.589317297861,0.0,-0.0009671255516656547,-53.0
