Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,trades,pnl_usd,carry_pnl_usd,trade_pnl_usd,strategy_ret,current_position,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-08-08,163.32,163.42,163.03,163.13,343112,1601908,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.25,0.861373516,157,0.002,,1.1308,,-0.0010410287813840124,-0.17000000000001592,0.2181634355885996,0.46707968869198285,163.10787700017602,162.56655261701025,0.5413243831657724,1.1589550911145494,8.69216318335912,8.69216318335912,-0.009817663378733577,0.53,1.6313,1631.3,864.589,977.6772412000001,10249341.399999999,128342.64480000001,131.2730207798152,114.10465181906466,81.69335904413091,82,-12,-18070.184000001693,-18070.184000001693,0.0,-0.0017599551602821663,94.0,249341.3999999985,1.431902341259001,0.7159511706295005
2017-08-09,163.28,163.99,163.25,163.9,609012,1606475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,161.02,0.947795688,158,0.002,,1.1308,,0.004720161834120162,0.7700000000000102,0.2384194660973248,0.48828215828281585,163.42472620010562,162.7234287797149,0.7012974203907163,1.4362544452925121,10.77190833969384,10.77190833969384,0.04102841691403614,0.58,1.639,1639.0,950.6199999999999,1074.961096,10320740.112,128116.76749999999,119.18270156634578,128.38251369497624,91.91561096827613,92,10,71398.71200000095,71398.71200000095,0.0,0.006966175602268547,82.0,320740.11199999973,1.431902341259001,0.7159511706295005
2017-08-10,163.78,164.3,163.64,164.11,467221,1597073,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164110,164.11,161.23,0.983742344,159,0.002,,1.1308,,0.0012812690665040538,0.21000000000000796,0.22791571117314527,0.4774051855323162,163.69883572006336,162.8865548056308,0.8122809144325629,1.7014497099080599,12.760872824310448,12.760872824310448,0.01380171294286676,0.6,1.6411000000000002,1641.1000000000001,984.6600000000001,1113.4535280000002,10342587.168000001,129009.25140000001,115.86406451262327,147.85265921532869,105.85528444589919,106,14,21847.056000000826,21847.056000000826,0.0,0.002116810980890711,92.0,342587.16800000146,1.431902341259001,0.7159511706295005
2017-08-11,164.34,164.64,164.19,164.54,551027,1613264,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164540,164.54,161.65,1.031898251,160,0.002,,1.1308,,0.00262019377246947,0.4299999999999784,0.2255905375962175,0.4749637224001613,164.035301432038,163.0810777696742,0.9542236623638019,2.0090453593840154,15.067840195380116,15.067840195380116,0.03343595950553314,0.63,1.6454,1645.3999999999999,1036.6019999999999,1172.1895416,10394129.032,129282.33960000002,110.29132662584065,166.1852084534639,118.98049453356505,119,13,51541.86399999741,51541.86399999741,0.0,0.004983459473222339,106.0,394129.03199999966,1.431902341259001,0.7159511706295005
2017-08-14,164.43,164.44,163.86,164.2,392761,1608339,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164200,164.2,161.31,1.057435262,161,0.002,,1.1308,,-0.0020663668408897884,-0.3400000000000034,0.21964510313155722,0.46866310195230565,164.10118085922278,163.2127156791243,0.8884651800984784,1.8957438219424723,14.218078664568543,14.218078664568543,-0.03113568534355978,0.64,1.642,1642.0,1050.88,1188.3351040000002,10348376.864,129926.61290000001,109.33499520687388,155.45335626415573,111.2970123956071,111,-8,-45752.16800000046,-45752.16800000046,0.0,-0.004401731771767028,119.0,348376.86400000006,1.431902341259001,0.7159511706295005
2017-08-15,163.94,164.08,163.45,163.85,522924,1606503,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163850,163.85,160.97,1.028142014,162,0.002,,1.1308,,-0.0021315468940316107,-0.3499999999999943,0.21439401647579717,0.46302701484448744,164.0007085155337,163.28769030510966,0.7130182104240248,1.5399062853028123,11.549297139771092,11.549297139771092,-0.030306501416558187,0.63,1.6385,1638.5,1032.255,1167.2739540000002,10304445.284,129354.7108,110.81778219819678,127.98674949774099,91.6322631279723,92,-19,-43931.57999999929,-43931.57999999929,0.0,-0.004245262863669833,111.0,304445.284,1.431902341259001,0.7159511706295005
2017-08-16,163.8,164.02,163.36,163.75,532766,1594489,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163750,163.75,160.88,1.025608275,163,0.002,,1.1308,,-0.0006103143118705301,-0.09999999999999432,0.20334569126088917,0.4509386779384633,163.90042510932022,163.3420796809791,0.5583454283411129,1.2381848256922123,9.286386192691593,9.286386192691593,-0.007048701336447675,0.63,1.6375,1637.5,1031.625,1166.5615500000001,10294041.924,128805.56605000001,110.41471926620588,102.53537244636127,73.41031993390418,73,-19,-10403.359999999408,-10403.359999999408,0.0,-0.0010095992276413944,92.0,294041.9240000006,1.431902341259001,0.7159511706295005
2017-08-17,163.98,164.33,163.71,163.95,482661,1586280,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163950,163.95,161.08,1.006733497,164,0.002,,1.1308,,0.00122137404580136,0.19999999999998863,0.19451619443597598,0.4410399011835278,163.92025506559213,163.41359971851097,0.5066553470811641,1.1487743982382492,8.61580798678687,8.61580798678687,0.011342151075041619,0.61,1.6395,1639.5,1000.095,1130.907426,10310551.604,128675.52405,113.78077558931867,98.03133150652562,70.18564655046565,70,-3,16509.67999999906,16509.67999999906,0.0,0.0016038092832619652,73.0,310551.6040000003,1.431902341259001,0.7159511706295005
2017-08-18,164.18,164.48,164.0,164.36,500843,1590822,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164360,164.36,161.49,0.995368106,165,0.002,,1.1308,,0.0025007624275694695,0.410000000000025,0.19308829203403244,0.4394181289319234,164.09615303935527,163.52494092809792,0.5712121112573527,1.2999284136177445,9.749463102133083,9.749463102133083,0.021546088896509556,0.61,1.6436000000000002,1643.6000000000001,1002.5960000000001,1133.7355568000003,10343005.564000003,128881.89505,113.6789741461163,110.83089639259015,79.34951001419181,79,9,32453.96000000198,32453.96000000198,0.0,0.003147645368208176,70.0,343005.56400000304,1.431902341259001,0.7159511706295005
2017-08-21,164.09,164.57,164.05,164.44,376485,1594322,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.58,0.981729257,166,0.002,,1.1308,,0.00048673643222185703,0.07999999999998408,0.18299703300516568,0.4277815248525416,164.23369182361316,163.63259493655698,0.6010968870561726,1.4051492458992323,10.538619344244243,10.538619344244243,0.004745418886410896,0.6,1.6444,1644.4,986.64,1115.692512,10350152.220000003,129287.56955000004,115.88100498966156,122.12258008145109,87.43380416960983,87,8,7146.655999998578,7146.655999998578,0.0,0.000690965112198462,79.0,350152.22000000253,1.431902341259001,0.7159511706295005
2017-08-22,164.39,164.47,164.12,164.44,468241,1594270,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.59,0.974834687,167,0.002,,1.1308,,0.0,0.0,0.17310530149137293,0.4160592523804427,164.3162150941679,163.72758376755027,0.588631326617616,1.4147776386411763,10.610832289808823,10.610832289808823,0.0,0.59,1.6444,1644.4,970.196,1097.0976368000001,10350152.220000003,129376.90275000004,117.92651666570431,125.12984908611335,89.58686193389559,90,3,0.0,0.0,0.0,0.0,87.0,350152.22000000253,1.431902341259001,0.7159511706295005
2017-08-23,164.35,164.89,164.22,164.85,615176,1611327,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164850,164.85,162.0,0.99805227,168,0.002,,1.1308,,0.0024933106300168983,0.4099999999999966,0.17283474465400125,0.4157339830396371,164.52972905650074,163.85963273607376,0.6700963204269783,1.6118391754447692,12.08879381583577,12.08879381583577,0.026456100941506883,0.61,1.6485,1648.5,1005.5849999999999,1137.1155179999998,10391878.740000002,129376.90275000004,113.77639360471736,137.54193633968038,98.4733103330424,98,8,41726.519999999655,41726.519999999655,0.0,0.004031488533991787,90.0,391878.7400000021,1.431902341259001,0.7159511706295005
2017-08-24,164.87,164.9,164.66,164.75,420389,1605294,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164750,164.75,161.89,1.001296326,169,0.002,,1.1308,,-0.0006066120715801926,-0.09999999999999432,0.16403286656459573,0.4050097116917022,164.61783743390043,163.9643818259474,0.6534556079530205,1.6134319476527468,12.100739607395601,12.100739607395601,-0.007333208259529957,0.61,1.6475,1647.5,1004.975,1136.4257300000002,10380796.900000002,129898.48425000004,114.30442027214573,138.31680256875467,99.0280767168294,99,1,-11081.83999999937,-11081.83999999937,0.0,-0.0010663942754974226,98.0,380796.90000000224,1.431902341259001,0.7159511706295005
2017-08-25,164.69,164.8,164.36,164.77,454029,1574506,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164770,164.77,161.91,1.021149189,170,0.002,,1.1308,,0.00012139605462824221,0.020000000000010232,0.1551878467502933,0.3939388870755124,164.67870246034028,164.05916043465947,0.6195420256808006,1.5726856271542529,11.795142203656896,11.795142203656896,0.0014689820464215307,0.62,1.6477000000000002,1647.7000000000003,1021.5740000000002,1155.1958792000003,10383035.884000003,129759.96125000004,112.32723695297615,132.49157332042176,94.85749701730026,95,-4,2238.9840000011454,2238.9840000011454,0.0,0.00021568517538389994,99.0,383035.88400000334,1.431902341259001,0.7159511706295005
2017-08-28,164.86,164.98,164.58,164.96,298546,1534448,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164960,164.96,162.08,1.044695011,171,0.002,,1.1308,,0.001153122534441886,0.18999999999999773,0.14875066584487198,0.3856820787188225,164.79122147620416,164.16514155999366,0.6260799162105002,1.6233056985438445,12.174792739078834,12.174792739078834,0.013601244271983294,0.63,1.6496000000000002,1649.6000000000001,1039.248,1175.1816384,10403446.824000003,129787.94855000004,110.44075597258755,134.45933139134362,96.26631571169241,96,1,20410.93999999976,20410.93999999976,0.0,0.0019657969237544966,95.0,403446.8240000028,1.431902341259001,0.7159511706295005
2017-08-29,165.03,165.69,165.0,165.43,788843,1512233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165430,165.43,162.55,1.026387191,172,0.002,,1.1308,,0.0028491755577109146,0.46999999999999886,0.15265062985325722,0.3907052979590336,165.04673288572252,164.31394843528852,0.7327844504339964,1.8755426513587505,14.06656988519063,14.06656988519063,0.03468812189237973,0.62,1.6543,1654.3000000000002,1025.6660000000002,1159.8231128000002,10454468.520000003,130043.08530000004,112.12320556886907,157.71889068860918,112.91902441889597,113,17,51021.69599999988,51021.69599999988,0.0,0.004904306895893051,96.0,454468.5200000033,1.431902341259001,0.7159511706295005
2017-08-30,165.26,165.31,164.92,165.14,676228,1474850,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165140,165.14,162.27,0.982111331,173,0.002,,1.1308,,-0.0017530073142719704,-0.29000000000002046,0.14894519040173046,0.38593417884625153,165.0840397314335,164.4111309723134,0.6729087591201051,1.7435842586727166,13.076881940045375,13.076881940045375,-0.024658799895457006,0.59,1.6514,1651.4,974.326,1101.7678408000002,10417412.204,130680.85650000005,118.61015693207374,155.1051019090983,111.0476792824269,111,-2,-37056.31600000262,-37056.31600000262,0.0,-0.0035445432667487345,113.0,417412.2039999999,1.431902341259001,0.7159511706295005
2017-08-31,165.13,165.29,164.85,165.08,706070,1383000,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165080,165.08,162.21,0.951802325,174,0.002,,1.1308,,-0.00036332808526085003,-0.05999999999997385,0.14108869362325838,0.3756177493453396,165.0824238388601,164.48982144615889,0.5926023927012238,1.5776740948319525,11.832555711239644,11.832555711239644,-0.004751198476458876,0.58,1.6508000000000003,1650.8000000000002,957.464,1082.7002912,10409881.076000003,130217.65255,120.2711901053195,142.31155573782874,101.8881249246039,102,-9,-7531.127999996718,-7531.127999996718,0.0,-0.0007229365462859357,111.0,409881.07600000314,1.431902341259001,0.7159511706295005
2017-09-01,165.15,165.21,164.52,164.86,959778,1227496,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164860,164.86,161.99,0.873379452,175,0.002,,1.1308,,-0.0013326871819723252,-0.21999999999999886,0.13607849396794708,0.36888818626779996,164.99345430331607,164.53337186425784,0.4600824390582261,1.2472138067447416,9.354103550585561,9.354103550585561,-0.015769095326342502,0.53,1.6486,1648.6000000000001,873.7580000000002,988.0455464000001,10384505.924000002,130123.51345000004,131.69788976238235,123.19156982309266,88.19914862652904,88,-14,-25375.151999999867,-25375.151999999867,0.0,-0.0024376024869777156,102.0,384505.92400000244,1.431902341259001,0.7159511706295005
2017-09-04,162.12,162.28,162.02,162.16,931545,1046113,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162160,165.04,162.16,0.852869079,176,0.002,,1.1308,,-0.01637753245177742,-2.700000000000017,0.5227769537534684,0.7230331622778228,163.86007258198964,164.25415164493342,-0.39407906294377426,-0.5450359451042037,-4.087769588281528,-4.087769588281528,-0.15319713445700142,0.53,1.6216,1621.6,859.448,971.8637984,10115827.844,129806.32405000004,133.56431658808873,-54.598015142839515,-39.08951285556315,-39,-127,-268678.0800000017,-268678.0800000017,0.0,-0.025872976718040112,88.0,115827.8440000005,1.431902341259001,0.7159511706295005
2017-09-05,162.15,162.93,161.96,162.64,1385310,1486287,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162640,165.52,162.64,0.863428244,177,0.002,,1.1308,,0.002960039467192921,0.47999999999998977,0.5069727940911183,0.7120202202824849,163.3720435491938,164.06425145141182,-0.6922079022180299,-0.9721745008075827,-7.29130875605687,-7.29130875605687,-0.01209995931410428,0.53,1.6263999999999998,1626.3999999999999,861.992,974.7405536,10094659.268000001,126447.84805000002,129.72462013916564,-94.58622586968498,-67.7191191368273,-68,-29,-21168.575999999546,-21168.575999999546,0.0,-0.002092619242482983,-39.0,94659.26800000109,1.431902341259001,0.7159511706295005
2017-09-06,162.79,162.84,162.24,162.57,999423,1667630,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162570,165.48,162.57,0.882189889,178,0.002,,1.1308,,-0.0004303984259714788,-0.06999999999999318,0.479833724140247,0.6927003133680878,163.0512261295163,163.88845716301043,-0.8372310334941346,-1.2086482672763654,-9.06486200457274,-9.06486200457274,0.003138167811878938,0.54,1.6257,1625.6999999999998,877.8779999999999,992.7044424,10100041.876,126183.24085000002,127.11058343300512,-115.22398981409212,-82.4947503920009,-82,-14,5382.607999999475,5382.607999999475,0.0,0.0005332134406024287,-68.0,100041.87600000016,1.431902341259001,0.7159511706295005
2017-09-07,162.3,163.24,162.22,163.18,880299,1695491,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163180,165.37,163.18,0.886836513,179,0.002,,1.1308,,0.0037522298086978267,0.6100000000000136,0.47401027959212644,0.6884840445443354,163.10273567770977,163.80510926147977,-0.7023735837699974,-1.0201740902141814,-7.65130567660636,-7.65130567660636,-0.034013445425290174,0.54,1.6318000000000001,1631.8000000000002,881.1720000000001,996.4292976000002,10043479.26,126250.52345000001,126.702941948904,-96.94429389763752,-69.40738070186393,-69,13,-56562.61600000127,-56562.61600000127,0.0,-0.005600235790547257,-82.0,43479.25999999978,1.431902341259001,0.7159511706295005
2017-09-08,163.4,163.43,162.82,162.96,625183,1697534,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162960,162.96,162.51,0.894876714,180,0.002,,1.1308,,-0.0013482044368182677,-0.21999999999999886,0.4510043185330926,0.671568550881511,163.04564140662586,163.70568464248214,-0.6600432358562784,-0.9828382150860039,-7.371286613145029,-7.371286613145029,0.010315524260653493,0.55,1.6296000000000002,1629.6000000000001,896.2800000000002,1013.5134240000002,10060644.804,125543.49075,123.86958848016202,-91.30782393396021,-65.37194343315113,-65,4,17165.54399999991,17165.54399999991,0.0,0.00170912325854695,-69.0,60644.80399999954,1.431902341259001,0.7159511706295005
2017-09-11,162.85,162.89,162.64,162.77,459138,1701763,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162770,162.77,162.32,0.919395997,181,0.002,,1.1308,,-0.0011659302896416257,-0.18999999999999773,0.4285770580718443,0.6546579702958212,162.9353848439755,163.59560409630777,-0.6602192523322685,-1.0084949428385244,-7.563712071288933,-7.563712071288933,0.008594406335895623,0.56,1.6277000000000001,1627.7,911.5120000000001,1030.7377696,10074610.183999998,125758.06005,122.00781203428988,-92.28319606753095,-66.0702622539805,-66,-1,13965.379999999834,13965.379999999834,0.0,0.0013881197748326583,-65.0,74610.1839999985,1.431902341259001,0.7159511706295005
2017-09-12,162.67,162.7,161.73,161.87,757283,1701307,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161870,161.87,161.42,1.001729005,182,0.002,,1.1308,,-0.00552927443632123,-0.9000000000000057,0.4491945143922857,0.6702197508222849,162.5092309063853,163.3925918496833,-0.883360943297987,-1.3180168776199173,-9.885126582149379,-9.885126582149379,0.041821839799472196,0.62,1.6187,1618.7,1003.594,1134.8640952,10141779.703999998,125932.6273,110.96714384800988,-109.69242633971564,-78.53442104710967,-79,-13,67169.52000000043,67169.52000000043,0.0,0.006667207839631925,-66.0,141779.70399999805,1.431902341259001,0.7159511706295005
2017-09-13,161.96,162.07,161.62,161.72,619964,1711512,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161720,161.72,161.26,1.099230792,183,0.002,,1.1308,,-0.0009266695496386035,-0.15000000000000568,0.42612994604675686,0.6527862943159551,162.19353854383118,163.19581633795585,-1.0022777941246659,-1.5353842487991227,-11.51538186599342,-11.51538186599342,0.009160245798000953,0.68,1.6172,1617.2,1099.6960000000001,1243.5362368,10155179.683999998,126772.24629999998,101.94495548133268,-117.3935091679245,-84.04802031308056,-84,-5,13399.980000000509,13399.980000000509,0.0,0.0013212651419272547,-79.0,155179.6839999985,1.431902341259001,0.7159511706295005
2017-09-14,161.71,162.05,161.37,161.56,733985,1705997,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161560,161.56,161.1,1.192689538,184,0.002,,1.1308,,-0.0009893643334157876,-0.1599999999999966,0.40447967869287804,0.6359871686542725,161.94012312629872,163.00336735701984,-1.063244230721125,-1.671801387079733,-12.538510403097998,-12.538510403097998,0.01139290810387683,0.74,1.6156000000000001,1615.6000000000001,1195.544,1351.9211552000002,10170377.635999998,126939.74604999999,93.89582044910068,-117.73137215084708,-84.28991371121634,-84,0,15197.951999999676,15197.951999999676,0.0,0.0014965714515071378,-84.0,170377.63599999808,1.431902341259001,0.7159511706295005
2017-09-15,161.77,161.82,161.07,161.19,676738,1719423,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161190,161.19,160.71,1.289415242,185,0.002,,1.1308,,-0.002290170834365002,-0.37000000000000455,0.39001591227704696,0.6245125397276239,161.64007387577922,162.79003002089985,-1.1499561451206262,-1.8413659806129277,-13.810244854596958,-13.810244854596958,0.0287153308315572,0.8,1.6119,1611.9,1289.5200000000002,1458.1892160000002,10205522.899999999,127129.72044999998,87.18328119222626,-120.40224604918224,-86.20212900533318,-86,-2,35145.26400000043,35145.26400000043,0.0,0.003455649854691437,-84.0,205522.8999999985,1.431902341259001,0.7159511706295005
2017-09-18,161.26,161.42,160.86,160.94,553595,1708259,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160940,160.94,160.45,1.393001196,186,0.002,,1.1308,,-0.0015509647000434557,-0.25,0.3723123494512607,0.6101740321017117,161.36004432546753,162.57237943020576,-1.21233510473823,-1.9868677474890348,-14.90150810616776,-14.90150810616776,0.021419202268436646,0.87,1.6094,1609.3999999999999,1400.1779999999999,1583.3212824,10229835.099999998,127569.03624999999,80.57053086321856,-120.06224187764913,-85.95870262070514,-86,0,24312.2,24312.2,0.0,0.002382259119716443,-86.0,229835.09999999776,1.431902341259001,0.7159511706295005
2017-09-19,161.01,161.37,160.92,161.09,633450,1698278,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161090,161.09,160.61,1.47343284,187,0.002,,1.1308,,0.000932024356903316,0.15000000000000568,0.3534035738052467,0.5944775637526168,161.25202659528054,162.39798185018157,-1.1459552549010255,-1.9276677956813488,-14.457508467610117,-14.457508467610117,-0.013888568509540558,0.91,1.6109,1610.9,1465.919,1657.6612052,10215247.779999997,127872.93874999997,77.140575136143,-111.52605182271017,-79.84720735815569,-80,6,-14587.320000000555,-14587.320000000555,0.0,-0.0014259584692621838,-86.0,215247.77999999747,1.431902341259001,0.7159511706295005
2017-09-20,161.07,161.41,160.76,161.32,530232,1686731,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.84,1.529643205,188,0.002,,1.1308,,0.0014277732944316668,0.22999999999998977,0.33716013738334116,0.5806549210876811,161.27921595716833,162.27116045604254,-0.9919444988742043,-1.708320144804933,-12.812401086036997,-12.812401086036997,-0.020642044494073416,0.95,1.6132,1613.2,1532.54,1732.996232,10194441.059999999,127690.59724999998,73.68198204484035,-94.4043106772671,-67.58887674186045,-68,12,-20806.719999999073,-20806.719999999073,0.0,-0.0020368296930335524,-80.0,194441.05999999866,1.431902341259001,0.7159511706295005
2017-09-21,160.92,161.2,160.66,161.14,729118,1681196,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161140,161.14,160.65,1.583706833,189,0.002,,1.1308,,-0.0011157946937764285,-0.18000000000000682,0.3206866164437012,0.5662919886804874,161.22352957430098,162.13808275533165,-0.9145531810306693,-1.6149852007648258,-12.112389005736194,-12.112389005736194,0.014296009146335432,0.98,1.6114,1611.3999999999999,1579.1719999999998,1785.7276975999998,10208282.052,127430.51324999999,71.36055145544604,-86.43467588922167,-61.88300738586972,-62,6,13840.992000000524,13840.992000000524,0.0,0.001357699938480053,-68.0,208282.0519999992,1.431902341259001,0.7159511706295005
2017-09-22,161.19,161.26,160.88,161.12,511178,1666281,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.64,1.617678378,190,0.002,,1.1308,,-0.00012411567580972171,-0.01999999999998181,0.30337382636566324,0.5507938147489161,161.18211774458058,162.01830831352794,-0.8361905689473588,-1.518155336091679,-11.386165020687592,-11.386165020687592,0.001503337347117191,1.0,1.6112000000000002,1611.2000000000003,1611.2000000000003,1821.9449600000003,10209684.243999997,127603.52565,70.03698160563532,-79.74526301126252,-57.09371440507081,-57,5,1402.1919999987247,1402.1919999987247,0.0,0.0001373582736895488,-62.0,209684.24399999715,1.431902341259001,0.7159511706295005
2017-09-25,161.3,161.98,161.12,161.93,806358,1673239,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,161.47,1.60748323,191,0.002,,1.1308,,0.005027308838133182,0.8100000000000023,0.3224401060215735,0.5678380984238144,161.48127064674836,162.0079191001717,-0.5266484534233484,-0.9274623433778065,-6.955967575333549,-6.955967575333549,-0.05724176804094562,0.99,1.6193000000000002,1619.3000000000002,1603.1070000000002,1812.7933956000002,10157475.207999997,127621.05304999997,70.40021955053506,-48.970164448988484,-35.060246563172456,-35,22,-52209.03600000015,-52209.03600000015,0.0,-0.00511367783295377,-57.0,157475.20799999684,1.431902341259001,0.7159511706295005
2017-09-26,161.93,161.95,161.62,161.71,566003,1671369,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,161.24,1.596691058,192,0.002,,1.1308,,-0.0013586117458160851,-0.21999999999999886,0.3076271273177047,0.5546414403177108,161.57276238804903,161.97286979426914,-0.40010740622011554,-0.7213802956932415,-5.410352217699311,-5.410352217699311,0.009450459251363993,0.99,1.6171000000000002,1617.1000000000001,1600.929,1810.3305132,10166182.367999997,126968.44009999996,70.1355024257788,-37.94577710887677,-27.167323541546427,-27,8,8707.159999999954,8707.159999999954,0.0,0.000857216958121859,-35.0,166182.367999997,1.431902341259001,0.7159511706295005
2017-09-27,161.67,161.68,160.65,161.02,1051494,1679297,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161020,161.02,160.49,1.582314023,193,0.002,,1.1308,,-0.004266897532620106,-0.6899999999999977,0.3167337690843151,0.5627910527756417,161.35165743282943,161.86076746553158,-0.5091100327021536,-0.9046164294746026,-6.78462322105952,-6.78462322105952,0.02308541852830691,0.98,1.6102,1610.2,1577.996,1784.3978768000002,10187249.171999997,127077.27959999997,71.21577606216974,-48.317220797717155,-34.592770791689645,-35,-8,21066.80399999993,21066.80399999993,0.0,0.002072243368986939,-27.0,187249.17199999653,1.431902341259001,0.7159511706295005
2017-09-28,160.56,160.96,160.24,160.8,767971,1676111,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160800,160.8,160.27,1.567810363,194,0.002,,1.1308,,-0.0013662899018754837,-0.21999999999999886,0.3022292410257035,0.5497538003740433,161.13099445969766,161.73597129311608,-0.6049768334184193,-1.1004504798453476,-8.253378598840108,-8.253378598840108,0.00926976219496354,0.98,1.608,1608.0,1575.84,1781.959872,10195956.331999997,127340.61464999996,71.46098890940681,-58.97945965168484,-42.226413180719156,-42,-7,8707.159999999954,8707.159999999954,0.0,0.0008547115961325341,-35.0,195956.33199999668,1.431902341259001,0.7159511706295005
2017-09-29,160.94,161.31,160.79,161.01,739820,1680639,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161010,161.01,160.5,1.526495769,195,0.002,,1.1308,,0.0013059701492537101,0.20999999999997954,0.2882763090783677,0.5369136886673385,161.0825966758186,161.65056290569066,-0.56796622987207,-1.0578352570630232,-7.933764427972674,-7.933764427972674,-0.010778666080574593,0.95,1.6100999999999999,1610.1,1529.5949999999998,1729.6660259999999,10185982.675999997,127449.45414999996,73.68442938359476,-58.45949047390286,-41.85414063919489,-42,0,-9973.65599999903,-9973.65599999903,0.0,-0.0009781972063470615,-42.0,185982.67599999718,1.431902341259001,0.7159511706295005
2017-10-02,160.81,161.37,160.66,161.22,712863,1697876,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161220,161.22,160.71,1.447047339,196,0.002,,1.1308,,0.0013042668157257076,0.21000000000000796,0.27507758966872636,0.5244783977140778,161.13755800549114,161.59990844619765,-0.46235044070650133,-0.8815433442476198,-6.611575081857149,-6.611575081857149,-0.010347745667189809,0.9,1.6122,1612.2,1450.98,1640.768184,10176009.019999998,127324.78344999997,77.6007145260442,-51.30629504947039,-36.732802001330874,-37,5,-9973.65600000038,-9973.65600000038,0.0,-0.0009791550130455358,-42.0,176009.0199999977,1.431902341259001,0.7159511706295005
2017-10-03,161.09,161.21,160.65,161.12,535001,1703363,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.61,1.302853023,197,0.002,,1.1308,,-0.0006202704379109081,-0.09999999999999432,0.2607490713082546,0.5106359479200956,161.1305348032947,161.54344862899794,-0.4129138257032423,-0.8086266299603629,-6.064699724702722,-6.064699724702722,0.004100964571304382,0.81,1.6112000000000002,1611.2000000000003,1305.0720000000003,1475.7754176000005,10180192.979999997,127200.11274999997,86.19205282390517,-52.27289190327001,-37.4248381503355,-37,0,4183.959999999763,4183.959999999763,0.0,0.0004111592267436653,-37.0,180192.97999999672,1.431902341259001,0.7159511706295005
