Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,usdjpy,assetClass
31/12/1991,79.65,79.65,79.65,79.17,8175,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98963,79.42,79.17,0.8084320214655749,457,0.002,,0.006938181,,fx
01/01/1992,79.65,79.65,79.65,79.67,8175,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99588,79.91,79.67,0.8502385939630241,458,0.002,,0.006938181,,fx
02/01/1992,80.25,80.33,79.79,79.87,22925,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99838,80.1,79.87,0.9117605679841942,459,0.002,,0.006938181,,fx
03/01/1992,79.76,79.87,79.57,79.69,22925,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99613,79.92,79.69,0.9500003508758129,460,0.002,,0.006938181,,fx
06/01/1992,79.9,80.58,79.9,80.59,23999,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100738,80.8,80.59,1.0405828494954803,461,0.002,,0.006938181,,fx
07/01/1992,80.97,80.97,79.75,80.17,40983,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100213,80.37,80.17,1.08612430227734,462,0.002,,0.006938181,,fx
08/01/1992,79.99,80.16,79.35,80.07,28314,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100088,80.28,80.07,1.1175960808795866,463,0.002,,0.006938181,,fx
09/01/1992,79.8,79.87,78.66,79.12,38635,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98900,79.32,79.12,1.1094964323199648,464,0.002,,0.006938181,,fx
10/01/1992,79.17,79.17,78.18,78.37,27285,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97963,78.56,78.37,1.1008122758509091,465,0.002,,0.006938181,,fx
13/01/1992,78.6,78.6,78.38,78.37,15802,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97963,78.54,78.37,1.0866060310269088,466,0.002,,0.006938181,,fx
14/01/1992,78.89,79.12,78.44,78.53,20996,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98163,78.67,78.53,1.064487357055361,467,0.002,,0.006938181,,fx
15/01/1992,77.71,77.85,77.05,77.38,34463,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96725,77.5,77.38,1.0401173010758789,468,0.002,,0.006938181,,fx
16/01/1992,77.87,77.92,77.55,77.79,20829,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97238,77.92,77.79,1.003122956902108,469,0.002,,0.006938181,,fx
17/01/1992,77.76,80.25,77.5,80.01,20829,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100013,80.15,80.01,0.9998038140875455,470,0.002,,0.006938181,,fx
20/01/1992,80.45,80.86,80.08,80.82,28344,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,101025,80.95,80.82,1.0537373170437883,471,0.002,,0.006938181,,fx
21/01/1992,80.7,81.25,80.55,80.54,27473,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100675,80.66,80.54,1.0556317223968854,472,0.002,,0.006938181,,fx
22/01/1992,80.9,80.95,80.62,80.76,24865,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100950,80.87,80.76,1.0639334252342059,473,0.002,,0.006938181,,fx
23/01/1992,80.77,80.83,80.18,80.49,19223,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100613,80.59,80.49,1.045489040272813,474,0.002,,0.006938181,,fx
24/01/1992,80.19,80.95,80.16,80.75,21752,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100938,80.84,80.75,1.0501745886584197,475,0.002,,0.006938181,,fx
27/01/1992,79.83,79.9,79.5,79.63,33436,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99538,79.72,79.63,1.0307088175929575,476,0.002,,0.006938181,,fx
28/01/1992,79.32,79.5,79.16,79.17,20875,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98963,79.3,79.17,1.008691066017672,477,0.002,,0.006938181,,fx
29/01/1992,79.64,79.77,79.28,79.33,19402,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99163,79.44,79.33,0.9553510698501672,478,0.002,,0.006938181,,fx
30/01/1992,79.36,79.6,79.07,79.35,21557,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99188,79.47,79.35,0.940160801847494,479,0.002,,0.006938181,,fx
31/01/1992,79.65,79.75,79.18,79.19,15762,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98988,79.32,79.19,0.9335594964063733,480,0.002,,0.006938181,,fx
03/02/1992,79.25,79.29,78.87,78.87,15505,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98588,79.01,78.87,0.9401506971387737,481,0.002,,0.006938181,,fx
04/02/1992,79,79.07,78.82,79.02,17526,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98775,79.17,79.02,0.9428723844352018,482,0.002,,0.006938181,,fx
05/02/1992,79.23,79.42,79.19,79.35,14578,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99188,79.52,79.35,0.9426687293691908,483,0.002,,0.006938181,,fx
06/02/1992,79.45,79.45,79.2,79.24,10578,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99050,79.41,79.24,0.9404830319205804,484,0.002,,0.006938181,,fx
07/02/1992,79.25,79.85,79.25,79.51,24184,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99388,79.68,79.51,0.9393691145287503,485,0.002,,0.006938181,,fx
10/02/1992,79.22,79.22,78.5,78.63,27741,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98288,78.82,78.63,0.9224906503576087,486,0.002,,0.006938181,,fx
11/02/1992,78.52,78.7,78.15,78.22,20449,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97775,78.41,78.22,0.935122451873129,487,0.002,,0.006938181,,fx
12/02/1992,78.3,78.34,78,78.16,17150,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97700,78.36,78.16,0.9475670600704496,488,0.002,,0.006938181,,fx
13/02/1992,78.22,78.24,77.82,78.08,18924,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97600,78.25,78.08,0.9747618512559324,489,0.002,,0.006938181,,fx
14/02/1992,78.09,78.24,77.9,78.08,18924,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97600,78.25,78.08,0.9864875400449282,490,0.002,,0.006938181,,fx
17/02/1992,78.09,78.24,77.9,78.02,12675,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97525,78.18,78.02,1.0007069167996006,491,0.002,,0.006938181,,fx
18/02/1992,77.93,78.02,77.82,77.88,13678,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97350,78.03,77.88,1.0258001754714379,492,0.002,,0.006938181,,fx
19/02/1992,77.68,77.81,77.63,77.77,12993,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97213,77.91,77.77,1.0007242377384646,493,0.002,,0.006938181,,fx
20/02/1992,77.44,77.64,77.35,77.5,16350,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96875,77.64,77.5,1.018622926633747,494,0.002,,0.006938181,,fx
21/02/1992,77.47,77.61,77.38,77.41,10358,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96763,77.51,77.41,1.0575282502123735,495,0.002,,0.006938181,,fx
24/02/1992,77.12,77.33,77.12,77.24,12020,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96550,77.35,77.24,1.0474941527270032,496,0.002,,0.006938181,,fx
25/02/1992,77.15,77.32,76.78,76.8,31511,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96000,76.93,76.8,1.06852702352223,497,0.002,,0.006938181,,fx
26/02/1992,76.82,77.19,76.76,77.15,20783,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96438,77.29,77.15,1.027009737050865,498,0.002,,0.006938181,,fx
27/02/1992,77.36,77.36,76.95,77.32,18228,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96650,77.46,77.32,0.9776192169401297,499,0.002,,0.006938181,,fx
28/02/1992,77.14,77.48,76.98,77.01,19011,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96263,77.14,77.01,0.8964630499899637,500,0.002,,0.006938181,,fx
02/03/1992,77.03,77.09,76.88,76.98,15288,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96225,77.11,76.98,0.8914235805706034,501,0.002,,0.006938181,,fx
03/03/1992,76.22,76.3,76.11,76.15,27505,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,95188,76.28,76.15,0.9582035274394065,502,0.002,,0.006938181,,fx
04/03/1992,75.72,75.86,75.51,75.7,23697,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94625,75.83,75.7,1.0345293615926667,503,0.002,,0.006938181,,fx
05/03/1992,75.44,75.8,75.37,75.66,19646,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94575,75.76,75.66,1.0876207978874537,504,0.002,,0.006938181,,fx
06/03/1992,75.94,76.2,75.5,75.74,23988,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94675,75.84,75.74,1.12191978322755,505,0.002,,0.006938181,,fx
09/03/1992,75.69,75.76,75.52,75.68,15026,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94600,75.79,75.68,1.1593029514888227,506,0.002,,0.006938181,,fx
10/03/1992,75.35,75.38,75.06,75.14,32184,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93925,75.25,75.14,1.2103880920311094,507,0.002,,0.006938181,,fx
11/03/1992,74.58,74.95,74.44,74.93,35087,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93663,75.03,74.93,1.232761128523037,508,0.002,,0.006938181,,fx
12/03/1992,74.56,74.6,74.13,74.4,26482,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93000,74.51,74.4,1.278250366711237,509,0.002,,0.006938181,,fx
13/03/1992,74.83,75,74.65,74.75,22052,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93438,74.81,74.75,1.2438381459541943,510,0.002,,0.006938181,,fx
16/03/1992,74.48,74.64,74.43,74.59,10896,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93238,74.57,74.59,1.2606680768534815,511,0.002,,0.006938181,,fx
17/03/1992,74.7,75.22,74.68,75.18,19081,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93975,75.14,75.18,1.2499317314680853,512,0.002,,0.006938181,,fx
18/03/1992,75.56,75.75,75.46,75.52,19589,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94400,75.48,75.52,1.2178379749912636,513,0.002,,0.006938181,,fx
19/03/1992,75.2,75.25,74.76,74.77,15634,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93463,74.74,74.77,1.2105684615078605,514,0.002,,0.006938181,,fx
20/03/1992,74.37,74.81,74.26,74.64,22898,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93300,74.59,74.64,1.1945972822102826,515,0.002,,0.006938181,,fx
23/03/1992,74.72,74.83,74.7,74.82,14007,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93525,74.77,74.82,1.1575474072354641,516,0.002,,0.006938181,,fx
24/03/1992,74.6,74.82,74.59,74.82,12273,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93525,74.8,74.82,1.1146775318438789,517,0.002,,0.006938181,,fx
25/03/1992,74.85,74.93,74.69,74.76,15243,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93450,74.76,74.76,1.0665633283265048,518,0.002,,0.006938181,,fx
26/03/1992,74.98,74.98,74.38,74.41,19566,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93013,74.41,74.41,1.0383782226775224,519,0.002,,0.006938181,,fx
27/03/1992,74.64,75.11,74.64,74.99,17685,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93738,74.99,74.99,0.9798639361314131,520,0.002,,0.006938181,,fx
30/03/1992,74.7,75.34,74.7,75.23,19050,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94038,75.24,75.23,0.9172471495354776,521,0.002,,0.006938181,,fx
31/03/1992,74.97,75.31,74.89,75.29,17839,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94113,75.3,75.29,0.8758715659259839,522,0.002,,0.006938181,,fx
01/04/1992,74.34,74.48,74.06,74.2,35258,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,92750,74.21,74.2,0.8314070403023536,523,0.002,,0.006938181,,fx
02/04/1992,74.3,74.73,74.3,74.65,17549,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93313,74.67,74.65,0.7270114625398539,524,0.002,,0.006938181,,fx
03/04/1992,74.6,75,74.6,74.91,18479,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93638,74.94,74.91,0.6231096746675894,525,0.002,,0.006938181,,fx
06/04/1992,75.15,75.24,75.05,75.11,20081,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93888,75.14,75.11,0.4875763188100503,526,0.002,,0.006938181,,fx
07/04/1992,74.7,75.12,74.7,75.09,22316,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93863,75.12,75.09,0.4298441578033823,527,0.002,,0.006938181,,fx
08/04/1992,75.62,75.82,75.1,75.23,30709,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94038,75.27,75.23,0.40761992100203065,528,0.002,,0.006938181,,fx
09/04/1992,75.5,75.66,75.36,75.63,24263,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94538,75.71,75.63,0.40557490060123563,529,0.002,,0.006938181,,fx
10/04/1992,75.35,75.35,75.08,75.1,14065,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93875,75.18,75.1,0.3745650811243697,530,0.002,,0.006938181,,fx
13/04/1992,74.99,74.99,74.87,74.99,4912,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93738,75.07,74.99,0.3428921113086578,531,0.002,,0.006938181,,fx
14/04/1992,75.15,75.18,75.06,75.09,10362,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93863,75.17,75.09,0.3417357653671073,532,0.002,,0.006938181,,fx
15/04/1992,75.01,75.01,74.79,74.82,17872,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93525,74.9,74.82,0.34236286792092885,533,0.002,,0.006938181,,fx
16/04/1992,74.85,74.85,74.48,74.82,17872,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93525,74.9,74.82,0.32570282978666465,534,0.002,,0.006938181,,fx
17/04/1992,74.85,74.85,74.48,74.51,16694,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93138,74.57,74.51,0.33483478512699705,535,0.002,,0.006938181,,fx
20/04/1992,74.35,74.38,74.26,74.36,12533,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,92950,74.42,74.36,0.3473984263988208,536,0.002,,0.006938181,,fx
21/04/1992,74.39,74.46,74.37,74.38,13598,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,92975,74.44,74.38,0.35887648757065166,537,0.002,,0.006938181,,fx
22/04/1992,74.33,74.5,74.33,74.4,8826,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93000,74.46,74.4,0.3460602067045384,538,0.002,,0.006938181,,fx
23/04/1992,74.3,74.3,74.03,74.07,17794,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,92588,74.13,74.07,0.37879765926466885,539,0.002,,0.006938181,,fx
24/04/1992,74.26,74.48,74.14,74.24,15568,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,92800,74.31,74.24,0.394522073735291,540,0.002,,0.006938181,,fx
27/04/1992,75.05,75.13,74.87,75.12,26390,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93900,75.19,75.12,0.3997845252938051,541,0.002,,0.006938181,,fx
28/04/1992,74.9,75.06,74.84,74.89,16636,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93613,74.97,74.89,0.4001112345307566,542,0.002,,0.006938181,,fx
29/04/1992,74.67,74.85,74.67,74.77,8131,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93463,74.85,74.77,0.40006249511510833,543,0.002,,0.006938181,,fx
30/04/1992,74.77,74.94,74.72,74.9,9785,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93625,74.98,74.9,0.39145753281514944,544,0.002,,0.006938181,,fx
01/05/1992,75.12,75.25,75.12,75.24,14532,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94050,75.34,75.24,0.3987969408078784,545,0.002,,0.006938181,,fx
04/05/1992,75.2,75.33,74.78,74.92,8467,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93650,75.02,74.92,0.39095950344128627,546,0.002,,0.006938181,,fx
05/05/1992,75.02,75.08,74.9,75.04,9687,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93800,75.15,75.04,0.38177131025138367,547,0.002,,0.006938181,,fx
06/05/1992,75.28,75.5,75.22,75.47,14152,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,94338,75.59,75.47,0.38043834366563645,548,0.002,,0.006938181,,fx
07/05/1992,75.51,75.54,75.11,75.15,14387,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93938,75.27,75.15,0.38153199952872147,549,0.002,,0.006938181,,fx
08/05/1992,75.2,75.27,74.6,74.77,23121,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93463,74.89,74.77,0.38225297033646666,550,0.002,,0.006938181,,fx
11/05/1992,74.91,75.03,74.84,75.01,9593,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,93763,75.14,75.01,0.38031215248931005,551,0.002,,0.006938181,,fx
12/05/1992,75.35,76.56,75.3,76.4,46897,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,95500,76.54,76.4,0.4859657052348241,552,0.002,,0.006938181,,fx
13/05/1992,76.85,76.95,76.38,76.91,32643,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96138,77.05,76.91,0.6250333324426557,553,0.002,,0.006938181,,fx
14/05/1992,76.55,76.8,76.48,76.66,16983,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,95825,76.8,76.66,0.6979811363241611,554,0.002,,0.006938181,,fx
15/05/1992,76.63,76.93,76.55,76.87,18648,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96088,77,76.87,0.7881412732907475,555,0.002,,0.006938181,,fx
18/05/1992,77.35,77.55,77.22,77.47,21708,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96838,77.6,77.47,0.9175888694459067,556,0.002,,0.006938181,,fx
19/05/1992,77.28,77.46,77.19,77.27,16692,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96588,77.42,77.27,1.005011111048534,557,0.002,,0.006938181,,fx
20/05/1992,77.08,77.18,76.91,76.95,15437,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96188,77.1,76.95,1.0519540547623745,558,0.002,,0.006938181,,fx
21/05/1992,76.54,76.7,76.51,76.61,12652,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,95763,76.74,76.61,1.0727073226177126,559,0.002,,0.006938181,,fx
22/05/1992,76.92,77.22,76.89,76.61,12652,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,95763,76.74,76.61,1.0778177025813112,560,0.002,,0.006938181,,fx
25/05/1992,76.92,77.22,76.89,77.19,15600,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96488,77.32,77.19,1.0972476171452736,561,0.002,,0.006938181,,fx
26/05/1992,77.38,77.43,77.08,77.09,13282,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96363,77.22,77.09,1.1001663510568032,562,0.002,,0.006938181,,fx
27/05/1992,76.62,76.92,76.56,76.63,17255,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,95788,76.75,76.63,1.0753604047005056,563,0.002,,0.006938181,,fx
28/05/1992,76.81,77.14,76.81,77.12,15802,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,96400,77.24,77.12,1.0373443658356458,564,0.002,,0.006938181,,fx
29/05/1992,77.85,78.27,77.82,78.2,23735,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97750,78.32,78.2,1.0638549399852149,565,0.002,,0.006938181,,fx
01/06/1992,78.65,78.75,78.14,78.72,27073,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98400,78.82,78.72,1.1606322989349094,566,0.002,,0.006938181,,fx
02/06/1992,78.2,78.5,78.16,78.43,22685,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98038,78.53,78.43,1.1999722218997082,567,0.002,,0.006938181,,fx
03/06/1992,78.15,78.34,78.06,78.26,14779,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97825,78.37,78.26,1.2035055740063043,568,0.002,,0.006938181,,fx
04/06/1992,77.9,78.34,77.9,78.31,20412,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97888,78.42,78.31,1.2012840352434975,569,0.002,,0.006938181,,fx
05/06/1992,78.51,78.86,78.42,78.73,22926,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98413,78.85,78.73,1.228005428868655,570,0.002,,0.006938181,,fx
08/06/1992,78.55,78.61,78.45,78.5,14481,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98125,78.62,78.5,1.2043086536809737,571,0.002,,0.006938181,,fx
09/06/1992,78.48,78.56,78.23,78.31,21104,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97888,78.43,78.31,1.1622574298884354,572,0.002,,0.006938181,,fx
10/06/1992,78.32,78.34,78.11,78.21,14912,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97763,78.32,78.21,1.130346996869042,573,0.002,,0.006938181,,fx
11/06/1992,78.29,79.1,78.19,78.97,25162,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98713,79.07,78.97,1.0972503512557428,574,0.002,,0.006938181,,fx
12/06/1992,78.88,79,78.79,78.86,15737,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98575,78.97,78.86,0.993779318224543,575,0.002,,0.006938181,,fx
15/06/1992,78.88,78.9,78.47,78.78,10442,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98475,78.94,78.78,0.8740198319627299,576,0.002,,0.006938181,,fx
16/06/1992,78.58,78.9,78.58,78.87,13654,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98588,78.92,78.87,0.8625462306436011,577,0.002,,0.006938181,,fx
17/06/1992,78.67,78.67,78.36,78.45,16441,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98063,78.5,78.45,0.8526699244124185,578,0.002,,0.006938181,,fx
18/06/1992,78.6,78.83,78.5,78.7,21035,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98375,78.75,78.7,0.8321261923515403,579,0.002,,0.006938181,,fx
19/06/1992,78.6,78.71,78.6,78.58,8178,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98225,78.6,78.58,0.811878069661614,580,0.002,,0.006938181,,fx
22/06/1992,78.52,78.56,78.52,78.49,8090,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98113,78.51,78.49,0.8101382598035141,581,0.002,,0.006938181,,fx
23/06/1992,78.52,78.56,78.5,78.45,9034,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98063,78.47,78.45,0.7980806141387787,582,0.002,,0.006938181,,fx
24/06/1992,78.7,78.92,78.7,78.88,12252,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98600,78.91,78.88,0.7772118973168082,583,0.002,,0.006938181,,fx
25/06/1992,79,79.73,78.93,79.7,23487,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99625,79.74,79.7,0.7664022007606622,584,0.002,,0.006938181,,fx
26/06/1992,79.7,79.7,79.22,79.45,14813,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99313,79.49,79.45,0.7172059211487183,585,0.002,,0.006938181,,fx
29/06/1992,80,80.08,79.52,79.56,17022,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99450,79.61,79.56,0.7078370810651116,586,0.002,,0.006938181,,fx
30/06/1992,79.28,79.42,79.15,79.41,14862,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99263,79.46,79.41,0.6675797080979217,587,0.002,,0.006938181,,fx
01/07/1992,79.9,79.99,79.56,79.58,13233,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99475,79.63,79.58,0.560088683451797,588,0.002,,0.006938181,,fx
02/07/1992,80.3,80.7,80.03,79.58,20979,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99475,79.63,79.58,0.48135156936564044,589,0.002,,0.006938181,,fx
03/07/1992,80.3,80.7,80.03,80.11,20979,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100138,80.2,80.11,0.5312726857877182,590,0.002,,0.006938181,,fx
06/07/1992,80.13,80.27,80.04,80.19,20979,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100238,80.29,80.19,0.5912915242620113,591,0.002,,0.006938181,,fx
07/07/1992,80.57,80.57,79.87,80.36,20174,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100450,80.46,80.36,0.646140335632094,592,0.002,,0.006938181,,fx
08/07/1992,79.88,80,79.65,80.03,15225,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100038,80.14,80.03,0.6572308067420082,593,0.002,,0.006938181,,fx
09/07/1992,79.7,79.7,79.18,79.35,16717,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99188,79.47,79.35,0.6389640052439687,594,0.002,,0.006938181,,fx
10/07/1992,79.34,79.55,79.27,79.49,9784,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99363,79.62,79.49,0.6375152285742502,595,0.002,,0.006938181,,fx
13/07/1992,79.68,79.84,79.66,79.81,7495,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99763,79.94,79.81,0.6353196046065385,596,0.002,,0.006938181,,fx
14/07/1992,79.86,79.96,79.61,79.64,9038,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99550,79.77,79.64,0.6123656315177002,597,0.002,,0.006938181,,fx
15/07/1992,79.64,79.68,79.64,79.66,8257,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99575,79.81,79.66,0.57638239621285,598,0.002,,0.006938181,,fx
16/07/1992,79.7,79.82,79.25,79.52,19422,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99400,79.67,79.52,0.5730328670015926,599,0.002,,0.006938181,,fx
17/07/1992,79.82,80.18,79.82,80.05,23504,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,100063,80.19,80.05,0.5808706109488259,600,0.002,,0.006938181,,fx
20/07/1992,80.11,80.34,79.42,79.51,18048,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99388,79.63,79.51,0.567242746388817,601,0.002,,0.006938181,,fx
21/07/1992,79.27,79.6,79.24,79.59,13869,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,99488,79.71,79.59,0.5565000748703691,602,0.002,,0.006938181,,fx
22/07/1992,79.01,79.01,78.4,78.67,27025,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98338,78.78,78.67,0.5416416404451002,603,0.002,,0.006938181,,fx
23/07/1992,78.67,78.85,78.6,78.62,14006,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,98275,78.74,78.62,0.546498856355064,604,0.002,,0.006938181,,fx
24/07/1992,78.15,78.22,77.86,77.92,17050,,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,97400,78.03,77.92,0.603324953899135,605,0.002,,0.006938181,,fx
